event_date,event_name,device_category,traffic_source,item_category,event_count,unique_users,total_revenue
2020-11-15,page_view,desktop,email,Beauty,83,17,0
2020-11-15,page_view,mobile,google,Electronics,31,9,0
2020-11-15,page_view,mobile,google,Home,70,27,0
2020-11-15,page_view,mobile,google,Sports,140,41,0
2020-11-15,page_view,mobile,google,Books,163,42,0
2020-11-15,page_view,mobile,google,Beauty,176,40,0
2020-11-15,page_view,mobile,google,Toys,10,4,0
2020-11-15,page_view,mobile,direct,Apparel,41,8,0
2020-11-15,page_view,mobile,direct,Sports,357,83,0
2020-11-15,page_view,mobile,direct,Books,60,17,0
2020-11-15,page_view,mobile,direct,Toys,100,27,0
2020-11-15,page_view,mobile,social,Apparel,16,6,0
2020-11-15,page_view,mobile,social,Electronics,154,44,0
2020-11-15,page_view,mobile,social,Books,90,25,0
2020-11-15,page_view,mobile,organic,Apparel,30,12,0
2020-11-15,page_view,mobile,organic,Sports,29,6,0
2020-11-15,page_view,mobile,organic,Toys,24,8,0
2020-11-15,page_view,tablet,google,Books,246,87,0
2020-11-15,page_view,tablet,direct,Books,39,10,0
2020-11-15,page_view,tablet,organic,Home,106,27,0
2020-11-15,view_item,desktop,google,Apparel,44,23,0
2020-11-15,view_item,desktop,google,Books,5,3,0
2020-11-15,view_item,desktop,direct,Apparel,96,37,0
2020-11-15,view_item,desktop,direct,Electronics,17,8,0
2020-11-15,view_item,desktop,social,Apparel,13,6,0
2020-11-15,view_item,desktop,social,Home,50,24,0
2020-11-15,view_item,desktop,organic,Home,50,26,0
2020-11-15,view_item,desktop,organic,Books,35,14,0
2020-11-15,view_item,desktop,organic,Beauty,32,16,0
2020-11-15,view_item,desktop,email,Toys,9,5,0
2020-11-15,view_item,mobile,direct,Beauty,8,4,0
2020-11-15,view_item,mobile,direct,Toys,19,8,0
2020-11-15,view_item,mobile,social,Apparel,115,45,0
2020-11-15,view_item,mobile,social,Electronics,25,13,0
2020-11-15,view_item,mobile,organic,Beauty,341,137,0
2020-11-15,view_item,tablet,google,Books,17,6,0
2020-11-15,view_item,tablet,google,Beauty,60,26,0
2020-11-15,view_item,tablet,direct,Apparel,47,26,0
2020-11-15,view_item,tablet,direct,Electronics,4,2,0
2020-11-15,view_item,tablet,social,Apparel,20,10,0
2020-11-15,view_item,tablet,social,Electronics,13,6,0
2020-11-15,view_item,tablet,social,Books,19,10,0
2020-11-15,view_item,tablet,social,Toys,26,14,0
2020-11-15,view_item,tablet,organic,Books,15,6,0
2020-11-15,view_item,tablet,organic,Beauty,28,12,0
2020-11-15,add_to_cart,desktop,direct,Beauty,12,6,0
2020-11-15,add_to_cart,desktop,organic,Electronics,21,12,0
2020-11-15,add_to_cart,desktop,organic,Home,191,115,0
2020-11-15,add_to_cart,mobile,google,Beauty,13,7,0
2020-11-15,add_to_cart,tablet,email,Toys,21,14,0
2020-11-15,begin_checkout,desktop,google,Electronics,14,9,0
2020-11-15,begin_checkout,desktop,direct,Home,17,10,0
2020-11-15,begin_checkout,desktop,email,Electronics,8,5,0
2020-11-15,begin_checkout,mobile,google,Beauty,2,1,0
2020-11-15,purchase,mobile,direct,Toys,2,1,52.23
2020-11-16,page_view,desktop,google,Apparel,12,3,0
2020-11-16,page_view,desktop,google,Electronics,98,36,0
2020-11-16,page_view,desktop,google,Home,243,62,0
2020-11-16,page_view,desktop,google,Sports,469,143,0
2020-11-16,page_view,desktop,google,Books,5,1,0
2020-11-16,page_view,desktop,google,Beauty,230,91,0
2020-11-16,page_view,desktop,google,Toys,270,104,0
2020-11-16,page_view,desktop,direct,Apparel,251,65,0
2020-11-16,page_view,desktop,direct,Home,56,22,0
2020-11-16,page_view,desktop,direct,Sports,18,6,0
2020-11-16,page_view,desktop,direct,Books,173,61,0
2020-11-16,page_view,desktop,direct,Beauty,37,12,0
2020-11-16,page_view,desktop,direct,Toys,53,13,0
2020-11-16,page_view,desktop,social,Electronics,60,16,0
2020-11-16,page_view,desktop,social,Home,53,11,0
2020-11-16,page_view,desktop,social,Sports,49,15,0
2020-11-16,page_view,desktop,social,Toys,181,68,0
2020-11-16,page_view,desktop,organic,Apparel,200,45,0
2020-11-16,page_view,desktop,email,Apparel,6,2,0
2020-11-16,page_view,desktop,email,Books,44,13,0
2020-11-16,page_view,mobile,google,Apparel,69,21,0
2020-11-16,page_view,mobile,google,Home,517,132,0
2020-11-16,page_view,mobile,google,Sports,30,8,0
2020-11-16,page_view,mobile,google,Beauty,10,2,0
2020-11-16,page_view,mobile,google,Toys,76,28,0
2020-11-16,page_view,mobile,direct,Electronics,77,26,0
2020-11-16,page_view,mobile,direct,Home,10,2,0
2020-11-16,page_view,mobile,direct,Books,127,43,0
2020-11-16,page_view,mobile,direct,Toys,94,25,0
2020-11-16,page_view,mobile,social,Home,15,6,0
2020-11-16,page_view,mobile,social,Sports,70,28,0
2020-11-16,page_view,mobile,social,Toys,71,20,0
2020-11-16,page_view,mobile,organic,Electronics,22,8,0
2020-11-16,page_view,mobile,organic,Home,204,75,0
2020-11-16,page_view,mobile,organic,Sports,30,11,0
2020-11-16,page_view,mobile,organic,Beauty,129,41,0
2020-11-16,page_view,mobile,email,Sports,22,6,0
2020-11-16,page_view,mobile,email,Toys,14,4,0
2020-11-16,page_view,tablet,google,Electronics,167,39,0
2020-11-16,page_view,tablet,google,Sports,51,11,0
2020-11-16,page_view,tablet,google,Books,27,11,0
2020-11-16,page_view,tablet,google,Beauty,133,44,0
2020-11-16,page_view,tablet,direct,Books,18,6,0
2020-11-16,page_view,tablet,social,Beauty,6,1,0
2020-11-16,page_view,tablet,organic,Home,542,185,0
2020-11-16,page_view,tablet,organic,Sports,154,54,0
2020-11-16,page_view,tablet,organic,Books,31,7,0
2020-11-16,page_view,tablet,organic,Beauty,125,36,0
2020-11-16,view_item,desktop,google,Apparel,6,3,0
2020-11-16,view_item,desktop,google,Books,15,5,0
2020-11-16,view_item,desktop,google,Beauty,114,60,0
2020-11-16,view_item,desktop,google,Toys,10,4,0
2020-11-16,view_item,desktop,direct,Apparel,31,17,0
2020-11-16,view_item,desktop,direct,Electronics,28,15,0
2020-11-16,view_item,desktop,direct,Home,32,12,0
2020-11-16,view_item,desktop,direct,Books,2,1,0
2020-11-16,view_item,desktop,direct,Beauty,56,29,0
2020-11-16,view_item,desktop,direct,Toys,39,15,0
2020-11-16,view_item,desktop,organic,Apparel,18,10,0
2020-11-16,view_item,desktop,organic,Books,11,5,0
2020-11-16,view_item,desktop,organic,Beauty,67,30,0
2020-11-16,view_item,desktop,email,Books,22,11,0
2020-11-16,view_item,mobile,google,Apparel,363,185,0
2020-11-16,view_item,mobile,google,Electronics,40,15,0
2020-11-16,view_item,mobile,google,Home,58,31,0
2020-11-16,view_item,mobile,google,Sports,255,134,0
2020-11-16,view_item,mobile,google,Toys,7,2,0
2020-11-16,view_item,mobile,direct,Sports,18,7,0
2020-11-16,view_item,mobile,direct,Beauty,10,5,0
2020-11-16,view_item,mobile,social,Electronics,48,23,0
2020-11-16,view_item,mobile,social,Beauty,38,15,0
2020-11-16,view_item,mobile,organic,Sports,22,10,0
2020-11-16,view_item,mobile,organic,Beauty,61,30,0
2020-11-16,view_item,mobile,organic,Toys,15,6,0
2020-11-16,view_item,tablet,google,Apparel,22,8,0
2020-11-16,view_item,tablet,direct,Electronics,21,8,0
2020-11-16,view_item,tablet,social,Apparel,45,18,0
2020-11-16,view_item,tablet,organic,Apparel,21,9,0
2020-11-16,view_item,tablet,organic,Books,67,25,0
2020-11-16,add_to_cart,desktop,google,Toys,27,17,0
2020-11-16,add_to_cart,desktop,direct,Toys,55,34,0
2020-11-16,add_to_cart,desktop,social,Beauty,12,7,0
2020-11-16,add_to_cart,mobile,google,Beauty,5,3,0
2020-11-16,add_to_cart,mobile,google,Toys,38,18,0
2020-11-16,add_to_cart,mobile,direct,Electronics,132,74,0
2020-11-16,add_to_cart,tablet,direct,Books,5,3,0
2020-11-16,add_to_cart,tablet,email,Books,7,4,0
2020-11-16,begin_checkout,desktop,google,Home,13,9,0
2020-11-16,begin_checkout,desktop,google,Sports,15,8,0
2020-11-17,page_view,desktop,google,Sports,137,40,0
2020-11-17,page_view,desktop,google,Books,502,165,0
2020-11-17,page_view,desktop,google,Beauty,20,7,0
2020-11-17,page_view,desktop,google,Toys,248,75,0
2020-11-17,page_view,desktop,direct,Apparel,206,81,0
2020-11-17,page_view,desktop,direct,Home,28,9,0
2020-11-17,page_view,desktop,direct,Books,6,2,0
2020-11-17,page_view,desktop,organic,Sports,264,59,0
2020-11-17,page_view,desktop,organic,Beauty,8,2,0
2020-11-17,page_view,mobile,google,Apparel,168,34,0
2020-11-17,page_view,mobile,google,Electronics,82,31,0
2020-11-17,page_view,mobile,google,Home,133,45,0
2020-11-17,page_view,mobile,google,Sports,201,54,0
2020-11-17,page_view,mobile,google,Books,63,19,0
2020-11-17,page_view,mobile,google,Toys,136,47,0
2020-11-17,page_view,mobile,direct,Apparel,26,8,0
2020-11-17,page_view,mobile,direct,Electronics,50,10,0
2020-11-17,page_view,mobile,direct,Beauty,29,9,0
2020-11-17,page_view,mobile,direct,Toys,182,62,0
2020-11-17,page_view,mobile,social,Sports,40,13,0
2020-11-17,page_view,mobile,social,Beauty,17,4,0
2020-11-17,page_view,mobile,social,Toys,28,6,0
2020-11-17,page_view,mobile,organic,Apparel,25,8,0
2020-11-17,page_view,mobile,organic,Electronics,19,7,0
2020-11-17,page_view,mobile,organic,Sports,44,10,0
2020-11-17,page_view,mobile,organic,Books,21,6,0
2020-11-17,page_view,mobile,organic,Beauty,76,30,0
2020-11-17,page_view,mobile,organic,Toys,164,57,0
2020-11-17,page_view,tablet,google,Sports,118,33,0
2020-11-17,page_view,tablet,google,Beauty,45,10,0
2020-11-17,page_view,tablet,direct,Books,157,43,0
2020-11-17,page_view,tablet,social,Apparel,9,3,0
2020-11-17,page_view,tablet,social,Electronics,69,16,0
2020-11-17,page_view,tablet,social,Home,53,19,0
2020-11-17,page_view,tablet,organic,Home,30,10,0
2020-11-17,page_view,tablet,organic,Beauty,52,19,0
2020-11-17,view_item,desktop,direct,Toys,154,71,0
2020-11-17,view_item,desktop,social,Apparel,96,49,0
2020-11-17,view_item,desktop,social,Books,3,2,0
2020-11-17,view_item,desktop,organic,Sports,17,9,0
2020-11-17,view_item,desktop,organic,Toys,53,20,0
2020-11-17,view_item,mobile,google,Electronics,30,16,0
2020-11-17,view_item,mobile,google,Home,25,11,0
2020-11-17,view_item,mobile,google,Toys,39,14,0
2020-11-17,view_item,mobile,direct,Apparel,14,5,0
2020-11-17,view_item,mobile,social,Sports,35,15,0
2020-11-17,view_item,mobile,organic,Books,16,7,0
2020-11-17,view_item,mobile,organic,Toys,69,32,0
2020-11-17,view_item,tablet,google,Apparel,85,37,0
2020-11-17,view_item,tablet,google,Toys,20,8,0
2020-11-17,view_item,tablet,direct,Apparel,15,6,0
2020-11-17,view_item,tablet,direct,Electronics,16,6,0
2020-11-17,view_item,tablet,social,Sports,47,20,0
2020-11-17,view_item,tablet,organic,Books,79,37,0
2020-11-17,add_to_cart,desktop,google,Electronics,29,15,0
2020-11-17,add_to_cart,desktop,google,Sports,6,3,0
2020-11-17,add_to_cart,desktop,social,Electronics,5,3,0
2020-11-17,add_to_cart,desktop,organic,Electronics,7,5,0
2020-11-17,add_to_cart,mobile,google,Electronics,11,6,0
2020-11-17,add_to_cart,mobile,google,Home,16,8,0
2020-11-17,add_to_cart,mobile,direct,Sports,43,28,0
2020-11-17,add_to_cart,mobile,direct,Books,3,2,0
2020-11-17,add_to_cart,mobile,social,Beauty,33,21,0
2020-11-17,add_to_cart,mobile,organic,Home,12,7,0
2020-11-17,add_to_cart,mobile,organic,Beauty,19,9,0
2020-11-17,add_to_cart,tablet,email,Home,7,3,0
2020-11-17,begin_checkout,desktop,organic,Apparel,11,6,0
2020-11-17,begin_checkout,desktop,email,Sports,1,1,0
2020-11-17,begin_checkout,mobile,organic,Books,9,5,0
2020-11-17,begin_checkout,tablet,google,Sports,7,5,0
2020-11-17,purchase,desktop,email,Beauty,2,2,77.61
2020-11-18,page_view,desktop,google,Apparel,31,10,0
2020-11-18,page_view,desktop,google,Electronics,590,205,0
2020-11-18,page_view,desktop,google,Home,237,92,0
2020-11-18,page_view,desktop,google,Sports,105,22,0
2020-11-18,page_view,desktop,google,Beauty,15,3,0
2020-11-18,page_view,desktop,google,Toys,36,10,0
2020-11-18,page_view,desktop,direct,Apparel,14,4,0
2020-11-18,page_view,desktop,direct,Electronics,27,7,0
2020-11-18,page_view,desktop,direct,Books,227,87,0
2020-11-18,page_view,desktop,direct,Beauty,93,31,0
2020-11-18,page_view,desktop,social,Electronics,22,7,0
2020-11-18,page_view,desktop,organic,Apparel,111,32,0
2020-11-18,page_view,desktop,organic,Electronics,99,23,0
2020-11-18,page_view,desktop,organic,Home,44,14,0
2020-11-18,page_view,desktop,organic,Sports,80,28,0
2020-11-18,page_view,desktop,organic,Beauty,33,9,0
2020-11-18,page_view,desktop,organic,Toys,117,41,0
2020-11-18,page_view,desktop,email,Electronics,55,21,0
2020-11-18,page_view,desktop,email,Beauty,61,14,0
2020-11-18,page_view,mobile,google,Electronics,194,48,0
2020-11-18,page_view,mobile,google,Sports,79,18,0
2020-11-18,page_view,mobile,google,Books,396,115,0
2020-11-18,page_view,mobile,google,Toys,49,12,0
2020-11-18,page_view,mobile,direct,Electronics,189,51,0
2020-11-18,page_view,mobile,direct,Home,114,37,0
2020-11-18,page_view,mobile,direct,Beauty,47,15,0
2020-11-18,page_view,mobile,direct,Toys,115,29,0
2020-11-18,page_view,mobile,social,Sports,37,10,0
2020-11-18,page_view,mobile,organic,Home,217,80,0
2020-11-18,page_view,mobile,organic,Sports,253,77,0
2020-11-18,page_view,tablet,google,Electronics,66,15,0
2020-11-18,page_view,tablet,google,Home,372,82,0
2020-11-18,page_view,tablet,direct,Electronics,557,219,0
2020-11-18,page_view,tablet,direct,Home,59,14,0
2020-11-18,page_view,tablet,social,Apparel,187,70,0
2020-11-18,page_view,tablet,social,Electronics,11,3,0
2020-11-18,page_view,tablet,social,Home,158,61,0
2020-11-18,page_view,tablet,social,Sports,25,7,0
2020-11-18,page_view,tablet,organic,Books,13,4,0
2020-11-18,page_view,tablet,organic,Beauty,99,36,0
2020-11-18,page_view,tablet,email,Electronics,36,12,0
2020-11-18,page_view,tablet,email,Beauty,178,63,0
2020-11-18,view_item,desktop,google,Home,31,11,0
2020-11-18,view_item,desktop,google,Beauty,66,33,0
2020-11-18,view_item,desktop,direct,Apparel,19,10,0
2020-11-18,view_item,desktop,organic,Apparel,21,9,0
2020-11-18,view_item,desktop,organic,Electronics,17,9,0
2020-11-18,view_item,desktop,organic,Toys,25,10,0
2020-11-18,view_item,desktop,email,Electronics,9,4,0
2020-11-18,view_item,desktop,email,Home,37,20,0
2020-11-18,view_item,mobile,google,Apparel,108,59,0
2020-11-18,view_item,mobile,direct,Electronics,5,2,0
2020-11-18,view_item,mobile,direct,Sports,181,81,0
2020-11-18,view_item,mobile,social,Books,29,11,0
2020-11-18,view_item,mobile,social,Beauty,36,14,0
2020-11-18,view_item,mobile,organic,Apparel,42,22,0
2020-11-18,view_item,mobile,organic,Electronics,90,40,0
2020-11-18,view_item,mobile,organic,Sports,20,9,0
2020-11-18,view_item,mobile,organic,Toys,24,13,0
2020-11-18,view_item,tablet,direct,Beauty,49,23,0
2020-11-18,view_item,tablet,social,Toys,88,38,0
2020-11-18,view_item,tablet,organic,Beauty,6,3,0
2020-11-18,add_to_cart,desktop,organic,Toys,16,7,0
2020-11-18,add_to_cart,mobile,google,Beauty,10,6,0
2020-11-18,add_to_cart,mobile,social,Electronics,7,4,0
2020-11-18,add_to_cart,mobile,organic,Books,9,5,0
2020-11-18,add_to_cart,tablet,direct,Home,20,11,0
2020-11-18,add_to_cart,tablet,social,Electronics,4,2,0
2020-11-18,begin_checkout,desktop,organic,Home,18,13,0
2020-11-18,begin_checkout,desktop,organic,Toys,8,5,0
2020-11-18,begin_checkout,desktop,email,Home,11,7,0
2020-11-18,begin_checkout,mobile,direct,Toys,3,2,0
2020-11-19,page_view,desktop,google,Electronics,62,13,0
2020-11-19,page_view,desktop,google,Home,75,16,0
2020-11-19,page_view,desktop,google,Books,20,6,0
2020-11-19,page_view,desktop,google,Beauty,153,32,0
2020-11-19,page_view,desktop,direct,Apparel,46,9,0
2020-11-19,page_view,desktop,direct,Electronics,19,6,0
2020-11-19,page_view,desktop,direct,Books,37,8,0
2020-11-19,page_view,desktop,social,Home,2,1,0
2020-11-19,page_view,desktop,social,Sports,97,26,0
2020-11-19,page_view,desktop,social,Beauty,45,12,0
2020-11-19,page_view,desktop,social,Toys,247,74,0
2020-11-19,page_view,desktop,organic,Apparel,15,6,0
2020-11-19,page_view,desktop,organic,Electronics,9,3,0
2020-11-19,page_view,desktop,organic,Home,32,10,0
2020-11-19,page_view,desktop,organic,Sports,43,15,0
2020-11-19,page_view,desktop,organic,Books,8,2,0
2020-11-19,page_view,desktop,organic,Beauty,273,58,0
2020-11-19,page_view,desktop,email,Apparel,30,12,0
2020-11-19,page_view,desktop,email,Sports,29,8,0
2020-11-19,page_view,mobile,google,Electronics,14,5,0
2020-11-19,page_view,mobile,google,Home,173,58,0
2020-11-19,page_view,mobile,google,Sports,36,9,0
2020-11-19,page_view,mobile,google,Books,106,25,0
2020-11-19,page_view,mobile,google,Beauty,71,25,0
2020-11-19,page_view,mobile,direct,Apparel,60,16,0
2020-11-19,page_view,mobile,direct,Electronics,82,32,0
2020-11-19,page_view,mobile,direct,Toys,303,112,0
2020-11-19,page_view,mobile,social,Electronics,69,18,0
2020-11-19,page_view,mobile,social,Sports,5,2,0
2020-11-19,page_view,mobile,social,Beauty,9,3,0
2020-11-19,page_view,mobile,organic,Electronics,317,78,0
2020-11-19,page_view,mobile,organic,Sports,17,6,0
2020-11-19,page_view,mobile,email,Beauty,19,6,0
2020-11-19,page_view,tablet,google,Apparel,95,34,0
2020-11-19,page_view,tablet,google,Electronics,58,15,0
2020-11-19,page_view,tablet,social,Apparel,79,28,0
2020-11-19,page_view,tablet,email,Home,9,2,0
2020-11-19,view_item,desktop,google,Home,14,7,0
2020-11-19,view_item,desktop,google,Books,66,26,0
2020-11-19,view_item,desktop,direct,Apparel,27,12,0
2020-11-19,view_item,desktop,direct,Electronics,26,13,0
2020-11-19,view_item,desktop,direct,Toys,38,20,0
2020-11-19,view_item,desktop,social,Sports,21,10,0
2020-11-19,view_item,desktop,organic,Apparel,24,12,0
2020-11-19,view_item,desktop,organic,Sports,26,14,0
2020-11-19,view_item,desktop,email,Apparel,84,42,0
2020-11-19,view_item,mobile,google,Home,11,6,0
2020-11-19,view_item,mobile,google,Sports,21,11,0
2020-11-19,view_item,mobile,google,Toys,52,22,0
2020-11-19,view_item,mobile,direct,Apparel,6,3,0
2020-11-19,view_item,mobile,direct,Home,7,3,0
2020-11-19,view_item,mobile,direct,Sports,7,3,0
2020-11-19,view_item,mobile,social,Home,32,12,0
2020-11-19,view_item,mobile,organic,Books,21,8,0
2020-11-19,view_item,mobile,organic,Toys,54,19,0
2020-11-19,view_item,tablet,google,Beauty,42,17,0
2020-11-19,view_item,tablet,direct,Toys,78,41,0
2020-11-19,add_to_cart,desktop,google,Books,33,21,0
2020-11-19,add_to_cart,desktop,direct,Apparel,3,2,0
2020-11-19,add_to_cart,desktop,direct,Toys,21,13,0
2020-11-19,add_to_cart,desktop,social,Sports,32,20,0
2020-11-19,add_to_cart,desktop,organic,Home,18,10,0
2020-11-19,add_to_cart,desktop,organic,Sports,22,11,0
2020-11-19,add_to_cart,desktop,email,Apparel,10,5,0
2020-11-19,add_to_cart,desktop,email,Books,6,3,0
2020-11-19,add_to_cart,mobile,organic,Books,109,71,0
2020-11-19,add_to_cart,tablet,organic,Apparel,70,41,0
2020-11-19,begin_checkout,desktop,direct,Electronics,9,6,0
2020-11-19,begin_checkout,desktop,organic,Electronics,30,22,0
2020-11-19,begin_checkout,mobile,organic,Electronics,14,9,0
2020-11-19,begin_checkout,tablet,google,Toys,25,16,0
2020-11-19,purchase,desktop,google,Sports,10,8,670.42
2020-11-19,purchase,desktop,social,Books,2,2,56.24
2020-11-19,purchase,desktop,organic,Sports,4,3,194.92
2020-11-19,purchase,mobile,social,Apparel,5,4,519.03
2020-11-20,page_view,desktop,google,Apparel,198,65,0
2020-11-20,page_view,desktop,google,Home,271,66,0
2020-11-20,page_view,desktop,google,Sports,160,56,0
2020-11-20,page_view,desktop,google,Beauty,130,51,0
2020-11-20,page_view,desktop,google,Toys,23,7,0
2020-11-20,page_view,desktop,direct,Apparel,113,35,0
2020-11-20,page_view,desktop,direct,Electronics,20,6,0
2020-11-20,page_view,desktop,direct,Home,53,21,0
2020-11-20,page_view,desktop,direct,Sports,14,5,0
2020-11-20,page_view,desktop,direct,Toys,64,17,0
2020-11-20,page_view,desktop,social,Home,94,22,0
2020-11-20,page_view,desktop,organic,Apparel,217,63,0
2020-11-20,page_view,desktop,organic,Electronics,207,65,0
2020-11-20,page_view,desktop,organic,Sports,89,23,0
2020-11-20,page_view,desktop,organic,Books,110,42,0
2020-11-20,page_view,desktop,organic,Beauty,201,62,0
2020-11-20,page_view,desktop,organic,Toys,46,17,0
2020-11-20,page_view,desktop,email,Apparel,33,13,0
2020-11-20,page_view,desktop,email,Home,29,11,0
2020-11-20,page_view,desktop,email,Sports,17,5,0
2020-11-20,page_view,desktop,email,Books,23,9,0
2020-11-20,page_view,mobile,google,Apparel,58,21,0
2020-11-20,page_view,mobile,google,Electronics,60,14,0
2020-11-20,page_view,mobile,google,Home,9,3,0
2020-11-20,page_view,mobile,google,Sports,47,17,0
2020-11-20,page_view,mobile,direct,Electronics,24,5,0
2020-11-20,page_view,mobile,social,Apparel,92,21,0
2020-11-20,page_view,mobile,social,Electronics,297,113,0
2020-11-20,page_view,mobile,social,Books,68,19,0
2020-11-20,page_view,mobile,social,Beauty,1593,503,0
2020-11-20,page_view,mobile,social,Toys,30,10,0
2020-11-20,page_view,mobile,organic,Apparel,248,89,0
2020-11-20,page_view,mobile,organic,Electronics,20,5,0
2020-11-20,page_view,mobile,organic,Sports,25,6,0
2020-11-20,page_view,mobile,organic,Books,858,182,0
2020-11-20,page_view,mobile,email,Books,66,14,0
2020-11-20,page_view,tablet,google,Electronics,10,4,0
2020-11-20,page_view,tablet,google,Books,58,21,0
2020-11-20,page_view,tablet,direct,Apparel,26,8,0
2020-11-20,page_view,tablet,direct,Home,151,41,0
2020-11-20,page_view,tablet,social,Home,39,9,0
2020-11-20,page_view,tablet,organic,Beauty,121,41,0
2020-11-20,page_view,tablet,email,Books,101,28,0
2020-11-20,view_item,desktop,google,Electronics,69,24,0
2020-11-20,view_item,desktop,google,Home,52,27,0
2020-11-20,view_item,desktop,google,Books,48,23,0
2020-11-20,view_item,desktop,direct,Home,99,45,0
2020-11-20,view_item,desktop,direct,Sports,35,17,0
2020-11-20,view_item,desktop,direct,Books,18,8,0
2020-11-20,view_item,desktop,direct,Beauty,26,11,0
2020-11-20,view_item,desktop,organic,Apparel,14,7,0
2020-11-20,view_item,desktop,organic,Books,85,45,0
2020-11-20,view_item,mobile,google,Apparel,13,7,0
2020-11-20,view_item,mobile,google,Home,38,16,0
2020-11-20,view_item,mobile,google,Beauty,14,6,0
2020-11-20,view_item,mobile,google,Toys,70,32,0
2020-11-20,view_item,mobile,direct,Electronics,168,62,0
2020-11-20,view_item,mobile,direct,Home,45,23,0
2020-11-20,view_item,mobile,direct,Toys,156,84,0
2020-11-20,view_item,mobile,social,Toys,17,8,0
2020-11-20,view_item,mobile,organic,Electronics,13,5,0
2020-11-20,view_item,mobile,organic,Home,32,12,0
2020-11-20,view_item,mobile,organic,Beauty,73,36,0
2020-11-20,view_item,mobile,email,Apparel,11,5,0
2020-11-20,view_item,tablet,organic,Books,29,12,0
2020-11-20,add_to_cart,desktop,direct,Apparel,15,8,0
2020-11-20,add_to_cart,desktop,organic,Sports,9,4,0
2020-11-20,add_to_cart,mobile,direct,Toys,15,9,0
2020-11-20,add_to_cart,mobile,organic,Toys,5,3,0
2020-11-20,begin_checkout,desktop,social,Toys,5,3,0
2020-11-20,begin_checkout,mobile,organic,Toys,5,3,0
2020-11-20,begin_checkout,tablet,direct,Apparel,32,24,0
2020-11-20,begin_checkout,tablet,direct,Toys,8,5,0
2020-11-20,begin_checkout,tablet,email,Electronics,5,4,0
2020-11-20,purchase,desktop,social,Books,7,5,213.43
2020-11-21,page_view,desktop,google,Apparel,37,7,0
2020-11-21,page_view,desktop,google,Electronics,63,22,0
2020-11-21,page_view,desktop,google,Sports,59,18,0
2020-11-21,page_view,desktop,google,Books,329,71,0
2020-11-21,page_view,desktop,google,Beauty,513,146,0
2020-11-21,page_view,desktop,google,Toys,674,225,0
2020-11-21,page_view,desktop,direct,Electronics,86,18,0
2020-11-21,page_view,desktop,direct,Home,18,6,0
2020-11-21,page_view,desktop,direct,Toys,25,8,0
2020-11-21,page_view,desktop,social,Electronics,11,3,0
2020-11-21,page_view,desktop,social,Sports,59,15,0
2020-11-21,page_view,desktop,organic,Apparel,199,43,0
2020-11-21,page_view,desktop,organic,Electronics,381,81,0
2020-11-21,page_view,desktop,organic,Sports,51,20,0
2020-11-21,page_view,desktop,organic,Toys,223,67,0
2020-11-21,page_view,desktop,email,Apparel,16,5,0
2020-11-21,page_view,desktop,email,Sports,11,3,0
2020-11-21,page_view,mobile,google,Apparel,44,16,0
2020-11-21,page_view,mobile,google,Electronics,49,14,0
2020-11-21,page_view,mobile,google,Books,54,19,0
2020-11-21,page_view,mobile,google,Beauty,76,29,0
2020-11-21,page_view,mobile,google,Toys,121,36,0
2020-11-21,page_view,mobile,direct,Apparel,36,14,0
2020-11-21,page_view,mobile,direct,Beauty,41,14,0
2020-11-21,page_view,mobile,direct,Toys,30,8,0
2020-11-21,page_view,mobile,social,Sports,30,7,0
2020-11-21,page_view,mobile,organic,Apparel,27,8,0
2020-11-21,page_view,mobile,organic,Home,13,3,0
2020-11-21,page_view,mobile,organic,Books,62,13,0
2020-11-21,page_view,mobile,organic,Toys,43,15,0
2020-11-21,page_view,mobile,email,Home,5,2,0
2020-11-21,page_view,tablet,google,Apparel,16,6,0
2020-11-21,page_view,tablet,google,Beauty,71,28,0
2020-11-21,page_view,tablet,direct,Apparel,231,58,0
2020-11-21,page_view,tablet,direct,Home,87,35,0
2020-11-21,page_view,tablet,direct,Beauty,26,10,0
2020-11-21,page_view,tablet,organic,Beauty,45,17,0
2020-11-21,page_view,tablet,organic,Toys,29,9,0
2020-11-21,view_item,desktop,google,Electronics,88,39,0
2020-11-21,view_item,desktop,google,Sports,9,4,0
2020-11-21,view_item,desktop,direct,Electronics,41,17,0
2020-11-21,view_item,desktop,direct,Sports,26,12,0
2020-11-21,view_item,desktop,direct,Toys,5,2,0
2020-11-21,view_item,desktop,organic,Apparel,63,27,0
2020-11-21,view_item,desktop,organic,Electronics,13,6,0
2020-11-21,view_item,desktop,organic,Home,81,33,0
2020-11-21,view_item,desktop,organic,Books,30,14,0
2020-11-21,view_item,desktop,email,Electronics,20,10,0
2020-11-21,view_item,desktop,email,Home,19,9,0
2020-11-21,view_item,desktop,email,Beauty,26,11,0
2020-11-21,view_item,mobile,google,Books,18,6,0
2020-11-21,view_item,mobile,direct,Apparel,25,11,0
2020-11-21,view_item,mobile,direct,Electronics,141,75,0
2020-11-21,view_item,mobile,direct,Home,5,2,0
2020-11-21,view_item,mobile,direct,Beauty,42,20,0
2020-11-21,view_item,mobile,social,Apparel,20,10,0
2020-11-21,view_item,mobile,social,Toys,6,2,0
2020-11-21,view_item,mobile,organic,Sports,110,55,0
2020-11-21,view_item,mobile,organic,Books,20,8,0
