airport_code,airport_name,city,country,latitude,longitude,altitude
JTY,"Astypalaia Airport","Astypalaia","Greece",36.5798988342,26.3757991791,165
JIK,"Ikaria Airport","Ikaria","Greece",37.6827011108,26.3470993042,79
JKL,"Kalymnos Airport","Kalymnos","Greece",36.9632987976,26.9405994415,771
MLO,"Milos Airport","Milos","Greece",36.696899,24.4769,10
JNX,"Naxos Airport","Cyclades Islands","Greece",37.0811004639,25.3680992126,10
PAS,"Paros National Airport","Paros","Greece",37.020495,25.113195,131
KZS,"Kastelorizo Airport","Kastelorizo","Greece",36.1417007446,29.576400756799995,489
RMF,"Marsa Alam International Airport","Marsa Alam","Egypt",25.557100296,34.5836982727,251
NRN,"Weeze Airport","Weeze","Germany",51.6024017334,6.14216995239,106
USU,"Francisco B. Reyes Airport","Busuanga","Philippines",12.1215000153,120.099998474,148
BXU,"Bancasi Airport","Butuan","Philippines",8.9515,125.4788,141
DPL,"Dipolog Airport","Dipolog","Philippines",8.60198349877,123.341875076,12
LAO,"Laoag International Airport","Laoag","Philippines",18.1781005859375,120.53199768066406,25
LGP,"Legazpi City International Airport","Legazpi","Philippines",13.1575,123.735,66
OZC,"Labo Airport","Ozamis","Philippines",8.178509712219238,123.84200286865234,75
CEB,"Mactan Cebu International Airport","Cebu","Philippines",10.307499885559,123.97899627686,31
NOD,"Norden-Norddeich Airport","Norden","Germany",53.633056640599996,7.19027805328,3
JUI,"Juist Airport","Juist","Germany",53.68111038208008,7.055832862854004,7
BPS,"Porto Seguro Airport","Porto Seguro","Brazil",-16.438601,-39.080898,168
QIG,"Iguatu Airport","Iguatu","Brazil",-6.346640110015869,-39.293800354003906,699
PMW,"Brigadeiro Lysias Rodrigues Airport","Palmas","Brazil",-10.291500091600001,-48.35699844359999,774
CLV,"Nelson Ribeiro Guimarães Airport","Caldas Novas","Brazil",-17.725299835205,-48.607498168945,2247
MSO,"Missoula International Airport","Missoula","United States",46.91630173,-114.0910034,3206
BKQ,"Blackall Airport","Blackall","Australia",-24.427799224900003,145.429000854,928
BDB,"Bundaberg Airport","Bundaberg","Australia",-24.903900146499996,152.319000244,107
GCN,"Grand Canyon National Park Airport","Grand Canyon","United States",35.95240020751953,-112.14700317382812,6609
SGR,"Sugar Land Regional Airport","Sugar Land","United States",29.622299194336,-95.65650177002,82
APA,"Centennial Airport","Denver","United States",39.57009888,-104.848999,5885
CVN,"Clovis Municipal Airport","Clovis","United States",34.4250984192,-103.07900238,4216
FST,"Fort Stockton Pecos County Airport","Fort Stockton","United States",30.9157009125,-102.916000366,3011
LVS,"Las Vegas Municipal Airport","Las Vegas","United States",35.6542015076,-105.141998291,6877
IWS,"West Houston Airport","Houston","United States",29.818199157699997,-95.67259979250001,111
LRU,"Las Cruces International Airport","Las Cruces","United States",32.289398193359375,-106.9219970703125,4456
BKD,"Stephens County Airport","Breckenridge","United States",32.71900177,-98.89099884030001,1284
TPL,"Draughon Miller Central Texas Regional Airport","Temple","United States",31.15250015258789,-97.40779876708984,682
OZA,"Ozona Municipal Airport","Ozona","United States",30.735300064087,-101.20300292969,2381
KDM,"Kaadedhdhoo Airport","Kaadedhdhoo","Maldives",0.48813098669052124,72.99690246582031,2
LAK,"Aklavik/Freddie Carmichael Airport","Aklavik","Canada",68.223297,-135.00599,23
YWJ,"Déline Airport","Deline","Canada",65.21109771728516,-123.43599700927734,703
ZFN,"Tulita Airport","Tulita","Canada",64.909697,-125.572998,332
YGH,"Fort Good Hope Airport","Fort Good Hope","Canada",66.24079895019531,-128.6510009765625,268
TAH,"Tanna Airport","Tanna","Vanuatu",-19.45509910583496,169.2239990234375,19
YPC,"Paulatuk (Nora Aliqatchialuk Ruben) Airport","Paulatuk","Canada",69.3608381154,-124.075469971,15
SRZ,"El Trompillo Airport","Santa Cruz","Bolivia",-17.8115997314,-63.1715011597,1371
SAB,"Juancho E. Yrausquin Airport","Saba","Netherlands Antilles",17.645000457763672,-63.220001220703125,60
EGE,"Eagle County Regional Airport","Vail","United States",39.64260101,-106.9179993,6548
SKN,"Stokmarknes Skagen Airport","Stokmarknes","Norway",68.578826904297,15.033416748047,11
CGF,"Cuyahoga County Airport","Richmond Heights","United States",41.5651016235,-81.4863967896,879
MFD,"Mansfield Lahm Regional Airport","Mansfield","United States",40.82139968869999,-82.5166015625,1297
CSG,"Columbus Metropolitan Airport","Columbus","United States",32.516300201416016,-84.93890380859375,397
LAW,"Lawton Fort Sill Regional Airport","Lawton","United States",34.5676994324,-98.4166030884,1110
FNL,"Northern Colorado Regional Airport","Fort Collins","United States",40.451804,-105.011,5016
FLG,"Flagstaff Pulliam Airport","Flagstaff","United States",35.13850021,-111.6709976,7014
TVL,"Lake Tahoe Airport","South Lake Tahoe","United States",38.89390182495117,-119.99500274658203,6264
TWF,"Joslin Field Magic Valley Regional Airport","Twin Falls","United States",42.4818,-114.487999,4154
MVY,"Martha's Vineyard Airport","Vineyard Haven MA","United States",41.3931007385,-70.6143035889,67
CON,"Concord Municipal Airport","Concord NH","United States",43.20270157,-71.50229645,342
GON,"Groton New London Airport","Groton CT","United States",41.330101013183594,-72.04509735107422,9
STC,"St Cloud Regional Airport","Saint Cloud","United States",45.546600341796875,-94.05989837646484,1031
BPE,"Qinhuangdao Beidaihe Airport","Bagan","Burma",39.666389,119.058889,46
GTR,"Golden Triangle Regional Airport","Columbus Mississippi","United States",33.450298309299995,-88.5914001465,264
GOJ,"Nizhny Novgorod Strigino International Airport","Nizhniy Novgorod","Russia",56.230098724365,43.784000396729,256
HQM,"Bowerman Airport","Hoquiam","United States",46.971199035599994,-123.93699646,18
ERI,"Erie International Tom Ridge Field","Erie","United States",42.0831270134,-80.1738667488,732
HYA,"Barnstable Municipal Boardman Polando Field","Barnstable","United States",41.66930008,-70.28040314,54
SPR,"San Pedro Airport","San Pedro","Belize",17.9139,-87.9711,4
SDX,"Sedona Airport","Sedona","United States",34.848598480225,-111.78800201416,4830
MGW,"Morgantown Municipal Walter L. Bill Hart Field","Morgantown","United States",39.64289856,-79.91629791,1248
CRW,"Yeager Airport","Charleston","United States",38.37310028076172,-81.59320068359375,981
AVP,"Wilkes Barre Scranton International Airport","Scranton","United States",41.338500976599995,-75.72339630130001,962
BJI,"Bemidji Regional Airport","Bemidji","United States",47.50939941,-94.93370056,1391
THG,"Thangool Airport","Biloela","Australia",-24.493900299072266,150.5760040283203,644
FGI,"Fagali'i Airport","Apia","Samoa",-13.848699569699999,-171.740005493,131
BNK,"Ballina Byron Gateway Airport","Ballina Byron Bay","Australia",-28.8339004517,153.56199646,7
FAR,"Hector International Airport","Fargo","United States",46.92070007324219,-96.81580352783203,902
MKC,"Charles B. Wheeler Downtown Airport","Kansas City","United States",39.123199462890625,-94.5927963256836,759
RBE,"Ratanakiri Airport","Ratanakiri","Cambodia",13.729999542236328,106.98699951171875,0
GCC,"Gillette Campbell County Airport","Gillette","United States",44.348899841299996,-105.539001465,4365
TOF,"Bogashevo Airport","Tomsk","Russia",56.380298614502,85.208297729492,597
NZJ,"El Toro Marine Corps Air Station","Santa Ana","United States",33.67610168457031,-117.73100280761719,383
PHY,"Phetchabun Airport","Phetchabun","Thailand",16.6760005951,101.194999695,450
CJM,"Chumphon Airport","Chumphon","Thailand",10.711199760437012,99.36170196533203,18
JZH,"Jiuzhai Huanglong Airport","Jiuzhaigou","China",32.8533333333,103.682222222,11327
SWA,"Jieyang Chaoshan International Airport","Shantou","China",23.552,116.5033,0
GEO,"Cheddi Jagan International Airport","Georgetown","Guyana",6.498549938201904,-58.25410079956055,95
AGT,"Guarani International Airport","Ciudad del Este","Paraguay",-25.454516,-54.842682,846
OGL,"Eugene F. Correira International Airport","Georgetown","Guyana",6.80628,-58.1059,10
KAI,"Kaieteur International Airport","Kaieteur","Guyana",5.17275476456,-59.491481781,1520
DNH,"Dunhuang Airport","Dunhuang","China",40.16109848022461,94.80919647216797,0
AOI,"Ancona Falconara Airport","Ancona","Italy",43.616299,13.3623,49
TCP,"Taba International Airport","Taba","Egypt",29.587799072299998,34.7780990601,2415
LYB,"Edward Bodden Airfield","Little Cayman","Cayman Islands",19.660161,-80.088826,3
BJV,"Milas Bodrum International Airport","Bodrum","Turkey",37.25059890749999,27.6643009186,21
TBJ,"Tabarka 7 Novembre Airport","Tabarka","Tunisia",36.97999954223633,8.87693977355957,230
SAW,"Sabiha Gökçen International Airport","Istanbul","Turkey",40.898601532,29.3092002869,312
SCE,"University Park Airport","State College Pennsylvania","United States",40.8493003845,-77.84870147710001,1239
BME,"Broome International Airport","Broome","Australia",-17.944700241088867,122.23200225830078,56
NTL,"Newcastle Airport","Newcastle","Australia",-32.79499816894531,151.83399963378906,31
KLU,"Klagenfurt Airport","Klagenfurt","Austria",46.642502,14.3377,1472
HFT,"Hammerfest Airport","Hammerfest","Norway",70.679702758789,23.668600082397,266
HVG,"Valan Airport","Honningsvag","Norway",71.009696960449,25.983600616455,44
MEH,"Mehamn Airport","Mehamn","Norway",71.02970123291,27.826700210571,39
VDS,"Vadsø Airport","Vadsø","Norway",70.065299987793,29.844699859619,127
IKA,"Imam Khomeini International Airport","Tehran","Iran",35.416099548339844,51.152198791503906,3305
MHD,"Mashhad International Airport","Mashhad","Iran",36.235198974609375,59.64099884033203,3263
UIK,"Ust-Ilimsk Airport","Ust Ilimsk","Russia",58.13610076904297,102.56500244140625,1339
MEI,"Key Field","Meridian","United States",32.33259963989258,-88.75189971923828,297
SPI,"Abraham Lincoln Capital Airport","Springfield","United States",39.84410095,-89.67790222,598
CEZ,"Cortez Municipal Airport","Cortez","United States",37.3030014038,-108.627998352,5918
HDN,"Yampa Valley Airport","Hayden","United States",40.48120117,-107.2180023,6606
GUP,"Gallup Municipal Airport","Gallup","United States",35.511100769,-108.789001465,6472
LBL,"Liberal Mid-America Regional Airport","Liberal","United States",37.0442009,-100.9599991,2885
LAA,"Lamar Municipal Airport","Lamar","United States",38.069698333699996,-102.68800354,3706
GLD,"Renner Field-Goodland Municipal Airport","Goodland","United States",39.37060165,-101.6989975,3656
COD,"Yellowstone Regional Airport","Cody","United States",44.520198822,-109.024002075,5102
ISC,"St. Mary's Airport","ST MARY\'S","United Kingdom",49.913299560546875,-6.291669845581055,116
SGF,"Springfield Branson National Airport","Springfield","United States",37.24570084,-93.38860321,1268
NVK,"Narvik Framnes Airport","Narvik","Norway",68.436897277832,17.386699676514,95
BVG,"Berlevåg Airport","Berlevag","Norway",70.871399,29.034201,42
NSK,"Norilsk-Alykel Airport","Norilsk","Russia",69.31109619140625,87.33219909667969,574
AAQ,"Anapa Vityazevo Airport","Anapa","Russia",45.002101898193,37.347301483154,174
JLN,"Joplin Regional Airport","Joplin","United States",37.151798248291016,-94.49829864501953,981
ABE,"Lehigh Valley International Airport","Allentown","United States",40.652099609375,-75.44080352783203,393
XNA,"Northwest Arkansas Regional Airport","Bentonville","United States",36.281898,-94.306801,1287
GUW,"Atyrau Airport","Atyrau","Kazakhstan",47.12189865112305,51.8213996887207,-72
KZO,"Kzyl-Orda Southwest Airport","Kzyl-Orda","Kazakhstan",44.706902,65.592499,433
SBN,"South Bend Regional Airport","South Bend","United States",41.70869827270508,-86.31729888916016,799
BKA,"Bykovo Airport","Moscow","Russia",55.6171989441,38.0600013733,427
ARH,"Talagi Airport","Arkhangelsk","Russia",64.60030364990234,40.71670150756836,62
RTW,"Saratov Central Airport","Saratov","Russia",51.564998626708984,46.04669952392578,499
NUX,"Novy Urengoy Airport","Novy Urengoy","Russia",66.06939697265625,76.52030181884766,210
NOJ,"Noyabrsk Airport","Noyabrsk","Russia",63.18330001831055,75.2699966430664,446
SCO,"Aktau Airport","Aktau","Kazakhstan",43.8601,51.091999,73
UCT,"Ukhta Airport","Ukhta","Russia",63.566898345947266,53.8046989440918,482
USK,"Usinsk Airport","Usinsk","Russia",66.00469970703125,57.3671989440918,262
PEX,"Pechora Airport","Pechora","Russia",65.12110137939453,57.13079833984375,98
NNM,"Naryan Mar Airport","Naryan-Mar","Russia",67.63999938964844,53.12189865112305,36
PKV,"Pskov Airport","Pskov","Russia",57.78390121459961,28.395599365234375,154
KGP,"Kogalym International Airport","Kogalym","Russia",62.190399169921875,74.53379821777344,220
KJA,"Yemelyanovo Airport","Krasnoyarsk","Russia",56.172901,92.493301,942
KGF,"Sary-Arka Airport","Karaganda","Kazakhstan",49.670799255371094,73.33439636230469,1765
URJ,"Uray Airport","Uraj","Russia",60.10329818725586,64.82669830322266,190
IWA,"Ivanovo South Airport","Ivanovo","Russia",56.93939971923828,40.940799713134766,410
CGQ,"Longjia Airport","Changchun","China",43.9962005615,125.684997559,706
KIJ,"Niigata Airport","Niigata","Japan",37.9558982849,139.121002197,29
JON,"Johnston Atoll Airport","Johnston Island","Johnston Atoll",16.7285995483,-169.533996582,7
SMD,"Smith Field","Fort Wayne IN","United States",41.14339828,-85.15280151,835
ACV,"California Redwood Coast-Humboldt County Airport","Arcata CA","United States",40.978101,-124.109,221
OAJ,"Albert J Ellis Airport","Jacksonville NC","United States",34.8292007446,-77.61209869380001,94
TCL,"Tuscaloosa Regional Airport","Tuscaloosa AL","United States",33.220600128174,-87.611396789551,170
DBQ,"Dubuque Regional Airport","Dubuque IA","United States",42.40200043,-90.70950317,1077
HHP,"Shun Tak Heliport","Hong Kong","Hong Kong",22.2893714905,114.152153015,107
ATD,"Uru Harbour Airport","Atoifi","Solomon Islands",-8.87333,161.011002,0
AKS,"Gwaunaru'u Airport","Auki","Solomon Islands",-8.70257,160.682007,5
BAS,"Ballalae Airport","Ballalae","Solomon Islands",-6.990745,155.886656,5
FRE,"Fera/Maringe Airport","Fera Island","Solomon Islands",-8.1075,159.576996,0
MBU,"Babanakira Airport","Mbambanakira","Solomon Islands",-9.7475004196167,159.83900451660156,0
IRA,"Ngorangora Airport","Kirakira","Solomon Islands",-10.449700355500001,161.897994995,54
SCZ,"Santa Cruz/Graciosa Bay/Luova Airport","Santa Cruz/Graciosa Bay/Luova","Solomon Islands",-10.72029972076416,165.7949981689453,18
MUA,"Munda Airport","Munda","Solomon Islands",-8.327969551086426,157.26300048828125,10
GZO,"Nusatupe Airport","Gizo","Solomon Islands",-8.09778022766,156.863998413,13
MNY,"Mono Airport","Stirling Island","Solomon Islands",-7.416940212249756,155.56500244140625,0
RNL,"Rennell/Tingoa Airport","Rennell Island","Solomon Islands",-11.533900260925293,160.06300354003906,0
RUS,"Marau Airport","Marau","Solomon Islands",-9.861669540409999,160.824996948,0
VAO,"Suavanao Airport","Suavanao","Solomon Islands",-7.585559844970703,158.7310028076172,0
KGE,"Kaghau Airport","Kagau Island","Solomon Islands",-7.3305,157.585,30
RBV,"Ramata Airport","Ramata","Solomon Islands",-8.168060302734375,157.64300537109375,0
BUA,"Buka Airport","Buka Island","Papua New Guinea",-5.4223198890686035,154.67300415039062,11
CMU,"Chimbu Airport","Kundiawa","Papua New Guinea",-6.024290084838867,144.9709930419922,4974
DAU,"Daru Airport","Daru","Papua New Guinea",-9.08675956726,143.207992554,20
GUR,"Gurney Airport","Gurney","Papua New Guinea",-10.3114995956,150.333999634,88
PNP,"Girua Airport","Girua","Papua New Guinea",-8.80453968048,148.309005737,311
HKN,"Kimbe Airport","Hoskins","Papua New Guinea",-5.462170124053955,150.40499877929688,66
UNG,"Kiunga Airport","Kiunga","Papua New Guinea",-6.1257100105285645,141.28199768066406,88
KRI,"Kikori Airport","Kikori","Papua New Guinea",-7.424379825592041,144.2500762939453,50
KMA,"Kerema Airport","Kerema","Papua New Guinea",-7.96361017227,145.770996094,10
KVG,"Kavieng Airport","Kavieng","Papua New Guinea",-2.57940006256,150.807998657,7
MDU,"Mendi Airport","Mendi","Papua New Guinea",-6.14774,143.656998,5680
MAS,"Momote Airport","Momote","Papua New Guinea",-2.06189,147.423996,12
MXH,"Moro Airport","Moro","Papua New Guinea",-6.36332988739,143.238006592,2740
MIS,"Misima Island Airport","Misima Island","Papua New Guinea",-10.689200401299999,152.837997437,26
TIZ,"Tari Airport","Tari","Papua New Guinea",-5.84499979019,142.947998047,5500
TBG,"Tabubil Airport","Tabubil","Papua New Guinea",-5.27861,141.225998,1570
RAB,"Tokua Airport","Tokua","Papua New Guinea",-4.34045982361,152.380004883,32
VAI,"Vanimo Airport","Vanimo","Papua New Guinea",-2.6926,141.3028,10
WBM,"Wapenamanda Airport","Wapenamanda","Papua New Guinea",-5.6433000564575195,143.89500427246094,5889
LLU,"Alluitsup Paa Heliport","Alluitsup Paa","Greenland",60.46445,-45.56917,54
CNP,"Neerlerit Inaat Airport","Neerlerit Inaat","Greenland",70.7431030273,-22.6504993439,45
JFR,"Paamiut Heliport","Paamiut","Greenland",61.9921989441,-49.6624984741,63
JGO,"Qeqertarsuaq Heliport","Qeqertarsuaq Airport","Greenland",69.251181993,-53.5148763657,9
JJU,"Qaqortoq Heliport","Qaqortoq","Greenland",60.715684155299996,-46.0299186409,53
JSU,"Maniitsoq Airport","Maniitsoq","Greenland",65.4124984741,-52.9393997192,91
JNN,"Nanortalik Heliport","Nanortalik","Greenland",60.141883975899994,-45.232976675,17
JNS,"Narsaq Heliport","Narsaq","Greenland",60.9172827256,-46.059923172,83
NAQ,"Qaanaaq Airport","Qaanaaq","Greenland",77.4886016846,-69.3887023926,51
JHS,"Sisimiut Airport","Sisimiut","Greenland",66.9513015747,-53.7293014526,33
JUV,"Upernavik Airport","Upernavik","Greenland",72.7901992798,-56.1305999756,414
JQA,"Qaarsut Airport","Uummannaq","Greenland",70.7341995239,-52.6962013245,289
GRY,"Grímsey Airport","Grímsey","Iceland",66.5458,-18.0173,66
THO,"Thorshofn Airport","Thorshofn","Iceland",66.21849822998047,-15.335599899291992,65
VPN,"Vopnafjörður Airport","Vopnafjörður","Iceland",65.72059631347656,-14.850600242614746,16
YWS,"Whistler/Green Lake Water Aerodrome","Whistler","Canada",50.1436004639,-122.948997498,2100
YAA,"Anahim Lake Airport","Anahim Lake","Canada",52.45249938964844,-125.3030014038086,3635
YWM,"Williams Harbour Airport","Williams Harbour","Canada",52.566898345947266,-55.784698486328125,70
YFX,"St. Lewis (Fox Harbour) Airport","St. Lewis","Canada",52.372798919677734,-55.67390060424805,74
YHA,"Port Hope Simpson Airport","Port Hope Simpson","Canada",52.528099060058594,-56.28609848022461,347
YRG,"Rigolet Airport","Rigolet","Canada",54.1796989440918,-58.45750045776367,180
YCK,"Colville Lake Airport","Colville Lake","Canada",67.0392,-126.08,850
YLE,"Whatì Airport","Whatì","Canada",63.13169860839844,-117.24600219726562,882
SUR,"Summer Beaver Airport","Summer Beaver","Canada",52.70859909057617,-88.54190063476562,832
YAX,"Wapekeka Airport","Angling Lake","Canada",53.84920120239258,-89.57939910888672,712
WNN,"Wunnumin Lake Airport","Wunnumin Lake","Canada",52.89390182495117,-89.28919982910156,819
YNO,"North Spirit Lake Airport","North Spirit Lake","Canada",52.4900016784668,-92.97109985351562,1082
XBE,"Bearskin Lake Airport","Bearskin Lake","Canada",53.965599060058594,-91.0271987915039,800
KIF,"Kingfisher Lake Airport","Kingfisher Lake","Canada",53.01250076293945,-89.85530090332031,866
YOG,"Ogoki Post Airport","Ogoki Post","Canada",51.6585998535,-85.9017028809,594
YHP,"Poplar Hill Airport","Poplar Hill","Canada",52.1133,-94.2556,1095
YKU,"Chisasibi Airport","Chisasibi","Canada",53.805599212646484,-78.91690063476562,43
ZTB,"Tête-à-la-Baleine Airport","Tête-à-la-Baleine","Canada",50.674400329589844,-59.38359832763672,107
ZLT,"La Tabatière Airport","La Tabatière","Canada",50.8307991027832,-58.97560119628906,102
YAC,"Cat Lake Airport","Cat Lake","Canada",51.72719955444336,-91.82440185546875,1344
YAG,"Fort Frances Municipal Airport","Fort Frances","Canada",48.65420150756836,-93.439697265625,1125
XKS,"Kasabonika Airport","Kasabonika","Canada",53.52470016479492,-88.6427993774414,672
YKG,"Kangirsuk Airport","Kangirsuk","Canada",60.027198791503906,-69.99919891357422,403
YAT,"Attawapiskat Airport","Attawapiskat","Canada",52.9275016784668,-82.43190002441406,31
YBE,"Uranium City Airport","Uranium City","Canada",59.5614013671875,-108.48100280761719,1044
YBX,"Lourdes de Blanc Sablon Airport","Lourdes-De-Blanc-Sablon","Canada",51.443599700899995,-57.185298919699996,121
YRF,"Cartwright Airport","Cartwright","Canada",53.68280029296875,-57.041900634765625,40
YCS,"Chesterfield Inlet Airport","Chesterfield Inlet","Canada",63.346900939899996,-90.73110198970001,32
YDP,"Nain Airport","Nain","Canada",56.549198150634766,-61.680301666259766,22
YER,"Fort Severn Airport","Fort Severn","Canada",56.01890182495117,-87.67610168457031,48
YFA,"Fort Albany Airport","Fort Albany","Canada",52.20140075683594,-81.6968994140625,48
YFH,"Fort Hope Airport","Fort Hope","Canada",51.5619010925293,-87.90779876708984,899
YMN,"Makkovik Airport","Makkovik","Canada",55.076900482177734,-59.1864013671875,234
YGB,"Texada Gillies Bay Airport","Texada","Canada",49.69419860839844,-124.51799774169922,326
YGO,"Gods Lake Narrows Airport","Gods Lake Narrows","Canada",54.55889892578125,-94.49140167236328,617
YGT,"Igloolik Airport","Igloolik","Canada",69.3647003174,-81.8161010742,174
YGW,"Kuujjuarapik Airport","Kuujjuarapik","Canada",55.281898498535156,-77.76529693603516,34
YGX,"Gillam Airport","Gillam","Canada",56.35749816894531,-94.71060180664062,476
YGZ,"Grise Fiord Airport","Grise Fiord","Canada",76.4261016846,-82.90920257570001,146
YQC,"Quaqtaq Airport","Quaqtaq","Canada",61.0463981628418,-69.6177978515625,103
CXH,"Vancouver Harbour Water Aerodrome","Vancouver","Canada",49.2943992615,-123.111000061,0
YNS,"Nemiscau Airport","Nemiscau","Canada",51.69110107421875,-76.1355972290039,802
YHO,"Hopedale Airport","Hopedale","Canada",55.448299407958984,-60.228599548339844,39
YHR,"Chevery Airport","Chevery","Canada",50.46889877319336,-59.63669967651367,39
YIK,"Ivujivik Airport","Ivujivik","Canada",62.417301177978516,-77.92530059814453,126
YIV,"Island Lake Airport","Island Lake","Canada",53.857200622558594,-94.65360260009766,770
AKV,"Akulivik Airport","Akulivik","Canada",60.818599700927734,-78.14859771728516,75
YKQ,"Waskaganish Airport","Waskaganish","Canada",51.47330093383789,-78.75830078125,80
YPJ,"Aupaluk Airport","Aupaluk","Canada",59.29669952392578,-69.59970092773438,119
YLC,"Kimmirut Airport","Kimmirut","Canada",62.8499984741,-69.88330078119999,175
YLH,"Lansdowne House Airport","Lansdowne House","Canada",52.19559860229492,-87.93419647216797,834
XGR,"Kangiqsualujjuaq (Georges River) Airport","Kangiqsualujjuaq","Canada",58.71139907836914,-65.9927978515625,215
YMH,"Mary's Harbour Airport","Mary's Harbour","Canada",52.302799224853516,-55.847198486328125,38
YMT,"Chapais Airport","Chibougamau","Canada",49.77190017700195,-74.5280990600586,1270
YUD,"Umiujaq Airport","Umiujaq","Canada",56.53609848022461,-76.51830291748047,250
YNC,"Wemindji Airport","Wemindji","Canada",53.01060104370117,-78.83110046386719,66
YNE,"Norway House Airport","Norway House","Canada",53.95830154418945,-97.84420013427734,734
YNL,"Points North Landing Airport","Points North Landing","Canada",58.27669906616211,-104.08200073242188,1605
YOH,"Oxford House Airport","Oxford House","Canada",54.93330001831055,-95.27890014648438,663
YPH,"Inukjuak Airport","Inukjuak","Canada",58.471900939941406,-78.07689666748047,83
YPM,"Pikangikum Airport","Pikangikum","Canada",51.819698333740234,-93.97329711914062,1114
YPO,"Peawanuck Airport","Peawanuck","Canada",54.98809814453125,-85.44329833984375,173
YPW,"Powell River Airport","Powell River","Canada",49.83420181274414,-124.5,425
YQD,"The Pas Airport","The Pas","Canada",53.97140121459961,-101.09100341796875,887
YQN,"Nakina Airport","Nakina","Canada",50.18280029296875,-86.69640350341797,1057
YRA,"Rae Lakes Airport","Gamètì","Canada",64.11609649658203,-117.30999755859375,723
YRL,"Red Lake Airport","Red Lake","Canada",51.066898345947266,-93.79309844970703,1265
YSF,"Stony Rapids Airport","Stony Rapids","Canada",59.250301361083984,-105.84100341796875,805
YSK,"Sanikiluaq Airport","Sanikiluaq","Canada",56.5377998352,-79.2466964722,104
YST,"St. Theresa Point Airport","St. Theresa Point","Canada",53.84560012817383,-94.85189819335938,773
YTL,"Big Trout Lake Airport","Big Trout Lake","Canada",53.81779861450195,-89.89689636230469,729
YVZ,"Deer Lake Airport","Deer Lake","Canada",52.655799865722656,-94.0614013671875,1092
YWP,"Webequie Airport","Webequie","Canada",52.9593933975,-87.3748683929,685
YXN,"Whale Cove Airport","Whale Cove","Canada",62.24000167849999,-92.59809875490001,40
YZG,"Salluit Airport","Salluit","Canada",62.17940139770508,-75.66719818115234,743
ZAC,"York Landing Airport","York Landing","Canada",56.08940124511719,-96.08920288085938,621
ILF,"Ilford Airport","Ilford","Canada",56.0614013672,-95.613899231,642
ZBF,"Bathurst Airport","Bathurst","Canada",47.629699707,-65.738899231,193
ZEM,"Eastmain River Airport","Eastmain River","Canada",52.22639846801758,-78.52249908447266,24
ZFD,"Fond-Du-Lac Airport","Fond-Du-Lac","Canada",59.33440017700195,-107.18199920654297,814
ZGI,"Gods River Airport","Gods River","Canada",54.839698791503906,-94.07859802246094,627
ZJN,"Swan River Airport","Swan River","Canada",52.120601654052734,-101.23600006103516,1100
ZKE,"Kashechewan Airport","Kashechewan","Canada",52.282501220703125,-81.67780303955078,35
MSA,"Muskrat Dam Airport","Muskrat Dam","Canada",53.44139862060547,-91.76280212402344,911
ZMT,"Masset Airport","Masset","Canada",54.02750015258789,-132.125,25
ZPB,"Sachigo Lake Airport","Sachigo Lake","Canada",53.8911018371582,-92.19640350341797,876
ZRJ,"Round Lake (Weagamow Lake) Airport","Round Lake","Canada",52.943599700927734,-91.31279754638672,974
ZSJ,"Sandy Lake Airport","Sandy Lake","Canada",53.06420135498047,-93.34439849853516,951
ZTM,"Shamattawa Airport","Shamattawa","Canada",55.8656005859375,-92.0813980102539,289
ZUM,"Churchill Falls Airport","Churchill Falls","Canada",53.5619010925293,-64.10639953613281,1442
ZWL,"Wollaston Lake Airport","Wollaston Lake","Canada",58.10689926147461,-103.1719970703125,1360
BLJ,"Batna Airport","Batna","Algeria",35.752101898199996,6.308589935300001,2697
CBH,"Béchar Boudghene Ben Ali Lotfi Airport","Béchar","Algeria",31.645700454711914,-2.269860029220581,2661
BMW,"Bordj Badji Mokhtar Airport","Bordj Badji Mokhtar","Algeria",21.375,0.923888981342,1303
ELU,"Guemar Airport","Guemar","Algeria",33.5113983154,6.77679014206,203
KMS,"Kumasi Airport","Kumasi","Ghana",6.714560031890869,-1.5908199548721313,942
HDF,"Heringsdorf Airport","Heringsdorf","Germany",53.8787002563,14.152299881,93
HEI,"Heide-Büsum Airport","Büsum","Germany",54.153331756600004,8.90166664124,7
HGL,"Helgoland-Düne Airport","Helgoland","Germany",54.185279846200004,7.91583299637,8
SJY,"Seinäjoki Airport","Seinäjoki / Ilmajoki","Finland",62.692101,22.8323,302
NQT,"Nottingham Airport","Nottingham","United Kingdom",52.91999816894531,-1.0791699886322021,138
CAL,"Campbeltown Airport","Campbeltown","United Kingdom",55.437198638916016,-5.686389923095703,42
EOI,"Eday Airport","Eday","United Kingdom",59.19060134887695,-2.7722198963165283,10
FIE,"Fair Isle Airport","Fair Isle","United Kingdom",59.53580093383789,-1.628059983253479,223
NRL,"North Ronaldsay Airport","North Ronaldsay","United Kingdom",59.3675003052,-2.43443989754,40
PPW,"Papa Westray Airport","Papa Westray","United Kingdom",59.351699829100006,-2.9002799987800003,91
SOY,"Stronsay Airport","Stronsay","United Kingdom",59.1553001404,-2.64139008522,39
NDY,"Sanday Airport","Sanday","United Kingdom",59.250301361083984,-2.576669931411743,68
LWK,"Lerwick / Tingwall Airport","Lerwick","United Kingdom",60.192199707,-1.24361002445,43
