geoid,county_name,state_abbr,year,industry_code,industry_name,annual_avg_employment,total_annual_wages,avg_weekly_wage,num_establishments
20207,Woodson County,KS,2024,00,All Industries,6639,290746697,842,98
20209,Wyandotte County,KS,2024,00,All Industries,66810,5223024470,1503,3856
21001,Adair County,KY,2024,00,All Industries,17573,949962126,1040,485
21003,Allen County,KY,2024,00,All Industries,10552,511155637,932,217
21005,Anderson County,KY,2024,00,All Industries,3531,151215517,824,48
21007,Ballard County,KY,2024,00,All Industries,46511,3591052107,1485,2628
21009,Barren County,KY,2024,00,All Industries,39490,2827175974,1377,1954
21011,Bath County,KY,2024,00,All Industries,32470,2142232186,1269,1379
21013,Bell County,KY,2024,00,All Industries,25449,1536083176,1161,902
21015,Boone County,KY,2024,00,All Industries,18429,1008855278,1053,524
21017,Bourbon County,KY,2024,00,All Industries,11408,560433390,945,244
21019,Boyd County,KY,2024,00,All Industries,4387,190877871,837,63
21021,Boyle County,KY,2024,00,All Industries,47367,3689577796,1498,2717
21023,Bracken County,KY,2024,00,All Industries,40346,2916086264,1390,2031
21025,Breathitt County,KY,2024,00,All Industries,33326,2221527762,1282,1444
21027,Breckinridge County,KY,2024,00,All Industries,26305,1605763353,1174,955
21029,Bullitt County,KY,2024,00,All Industries,19284,1068865313,1066,565
21031,Butler County,KY,2024,00,All Industries,12264,610883453,958,273
21033,Caldwell County,KY,2024,00,All Industries,5243,231712536,850,80
21035,Calloway County,KY,2024,00,All Industries,48223,3789275796,1511,2808
21037,Campbell County,KY,2024,00,All Industries,41202,3006168865,1403,2110
21039,Carlisle County,KY,2024,00,All Industries,34182,2301995649,1295,1510
21041,Carroll County,KY,2024,00,All Industries,27161,1676615840,1187,1009
21043,Carter County,KY,2024,00,All Industries,20140,1130102401,1079,607
21045,Casey County,KY,2024,00,All Industries,13120,662505828,971,303
21047,Christian County,KY,2024,00,All Industries,6099,273719511,863,98
21049,Clark County,KY,2024,00,All Industries,49079,3890146107,1524,2900
21051,Clay County,KY,2024,00,All Industries,42058,3097423777,1416,2189
21053,Clinton County,KY,2024,00,All Industries,35038,2383635846,1308,1578
21055,Crittenden County,KY,2024,00,All Industries,28017,1748640639,1200,1065
21057,Cumberland County,KY,2024,00,All Industries,20996,1192511801,1092,651
21059,Daviess County,KY,2024,00,All Industries,13976,715300513,984,335
21061,Edmonson County,KY,2024,00,All Industries,6955,316898797,876,118
21063,Elliott County,KY,2024,00,All Industries,49935,3992188729,1537,2993
21065,Estill County,KY,2024,00,All Industries,42914,3189851000,1429,2271
21067,Fayette County,KY,2024,00,All Industries,35893,2466379640,1321,1647
21069,Fleming County,KY,2024,00,All Industries,28873,1821837748,1213,1122
21071,Floyd County,KY,2024,00,All Industries,21852,1256093511,1105,696
21073,Franklin County,KY,2024,00,All Industries,14832,769267509,997,368
21075,Fulton County,KY,2024,00,All Industries,7811,361250394,889,139
21077,Gallatin County,KY,2024,00,All Industries,791,32140282,781,9
21079,Garrard County,KY,2024,00,All Industries,43770,3283450533,1443,2354
21081,Grant County,KY,2024,00,All Industries,36749,2550363775,1335,1718
21083,Graves County,KY,2024,00,All Industries,29729,1896207168,1227,1181
21085,Grayson County,KY,2024,00,All Industries,22708,1320847532,1119,743
21087,Green County,KY,2024,00,All Industries,15688,824406816,1011,403
21089,Greenup County,KY,2024,00,All Industries,8667,406774302,903,162
21091,Hancock County,KY,2024,00,All Industries,1647,68049475,795,19
21093,Hardin County,KY,2024,00,All Industries,44626,3378222377,1456,2438
21095,Harlan County,KY,2024,00,All Industries,37605,2635520220,1348,1790
21097,Harrison County,KY,2024,00,All Industries,30585,1971748900,1240,1241
21099,Hart County,KY,2024,00,All Industries,23564,1386773864,1132,791
21101,Henderson County,KY,2024,00,All Industries,16544,880718434,1024,439
21103,Henry County,KY,2024,00,All Industries,9523,453470521,916,186
21105,Hickman County,KY,2024,00,All Industries,2502,105088978,808,31
21107,Hopkins County,KY,2024,00,All Industries,45482,3474166533,1469,2523
21109,Jackson County,KY,2024,00,All Industries,38461,2721848976,1361,1864
21111,Jefferson County,KY,2024,00,All Industries,31441,2048462941,1253,1303
21113,Jessamine County,KY,2024,00,All Industries,24420,1453872507,1145,841
21115,Johnson County,KY,2024,00,All Industries,17400,938202362,1037,477
21117,Kenton County,KY,2024,00,All Industries,10379,501339051,929,212
21119,Knott County,KY,2024,00,All Industries,3358,143342108,821,45
21121,Knox County,KY,2024,00,All Industries,46338,3571282999,1482,2611
21123,Larue County,KY,2024,00,All Industries,39317,2809350043,1374,1939
21125,Laurel County,KY,2024,00,All Industries,32297,2126349294,1266,1366
21127,Lawrence County,KY,2024,00,All Industries,25276,1522143461,1158,892
21129,Lee County,KY,2024,00,All Industries,18256,996858602,1050,516
21131,Leslie County,KY,2024,00,All Industries,11235,550379891,942,239
21133,Letcher County,KY,2024,00,All Industries,4214,182767550,834,60
21135,Lewis County,KY,2024,00,All Industries,47194,3669571775,1495,2699
21137,Lincoln County,KY,2024,00,All Industries,40173,2898023421,1387,2016
21139,Livingston County,KY,2024,00,All Industries,33153,2205407958,1279,1431
21141,Logan County,KY,2024,00,All Industries,26132,1591586725,1171,944
21143,Lyon County,KY,2024,00,All Industries,19111,1056631863,1063,556
21145,McCracken County,KY,2024,00,All Industries,12091,600593042,955,267
21147,McCreary County,KY,2024,00,All Industries,5070,223365302,847,76
21149,McLean County,KY,2024,00,All Industries,48050,3769032863,1508,2789
21151,Madison County,KY,2024,00,All Industries,41029,2987869109,1400,2094
21153,Magoffin County,KY,2024,00,All Industries,34009,2285638932,1292,1497
21155,Marion County,KY,2024,00,All Industries,26988,1662202301,1184,998
21157,Marshall County,KY,2024,00,All Industries,19967,1117632039,1076,598
21159,Martin County,KY,2024,00,All Industries,12947,651978504,968,297
21161,Mason County,KY,2024,00,All Industries,5926,265135365,860,94
21163,Meade County,KY,2024,00,All Industries,48906,3869666262,1522,2881
21165,Menifee County,KY,2024,00,All Industries,41885,3078887109,1414,2173
21167,Mercer County,KY,2024,00,All Industries,34865,2367042217,1306,1564
21169,Metcalfe County,KY,2024,00,All Industries,27844,1733990187,1198,1054
21171,Monroe County,KY,2024,00,All Industries,20823,1179804526,1090,642
21173,Montgomery County,KY,2024,00,All Industries,13803,704536277,982,329
21175,Morgan County,KY,2024,00,All Industries,6782,308077739,874,114
21177,Muhlenberg County,KY,2024,00,All Industries,49762,3971471971,1535,2974
21179,Nelson County,KY,2024,00,All Industries,42741,3171077419,1427,2254
21181,Nicholas County,KY,2024,00,All Industries,35721,2449617813,1319,1633
21183,Ohio County,KY,2024,00,All Industries,28700,1806950384,1211,1111
21185,Oldham County,KY,2024,00,All Industries,21679,1243149324,1103,687
21187,Owen County,KY,2024,00,All Industries,14659,758266361,995,361
21189,Owsley County,KY,2024,00,All Industries,7638,352192423,887,135
21191,Pendleton County,KY,2024,00,All Industries,618,25025349,779,7
21193,Perry County,KY,2024,00,All Industries,43597,3264440040,1440,2337
21195,Pike County,KY,2024,00,All Industries,36576,2533296459,1332,1704
21197,Powell County,KY,2024,00,All Industries,29556,1881082892,1224,1169
21199,Pulaski County,KY,2024,00,All Industries,22535,1307666433,1116,733
21201,Robertson County,KY,2024,00,All Industries,15515,813168755,1008,396
21203,Rockcastle County,KY,2024,00,All Industries,8494,397479419,900,157
21205,Rowan County,KY,2024,00,All Industries,1474,60697631,792,17
21207,Russell County,KY,2024,00,All Industries,44453,3358974972,1453,2421
21209,Scott County,KY,2024,00,All Industries,37432,2618215992,1345,1775
21211,Shelby County,KY,2024,00,All Industries,30412,1956387710,1237,1229
21213,Simpson County,KY,2024,00,All Industries,23391,1373355852,1129,781
21215,Spencer County,KY,2024,00,All Industries,16371,869243460,1021,432
21217,Taylor County,KY,2024,00,All Industries,9350,443938725,913,181
21219,Todd County,KY,2024,00,All Industries,2330,97542222,805,29
21221,Trigg County,KY,2024,00,All Industries,45309,3454682215,1466,2506
21223,Trimble County,KY,2024,00,All Industries,38288,2704307835,1358,1849
21225,Union County,KY,2024,00,All Industries,31268,2032864840,1250,1290
21227,Warren County,KY,2024,00,All Industries,24247,1440217583,1142,830
21229,Washington County,KY,2024,00,All Industries,17227,926490476,1034,469
21231,Wayne County,KY,2024,00,All Industries,10206,491570342,926,206
21233,Webster County,KY,2024,00,All Industries,3185,135516577,818,42
21235,Whitley County,KY,2024,00,All Industries,46165,3551561768,1479,2593
21237,Wolfe County,KY,2024,00,All Industries,39144,2791571990,1371,1924
21239,Woodford County,KY,2024,00,All Industries,32124,2110514280,1263,1353
22001,Acadia Parish,LA,2024,00,All Industries,8740,400525299,881,151
22003,Allen Parish,LA,2024,00,All Industries,315,12666223,773,3
22005,Ascension Parish,LA,2024,00,All Industries,51891,3870745207,1434,2763
22007,Assumption Parish,LA,2024,00,All Industries,43466,2998167544,1326,2009
22009,Avoyelles Parish,LA,2024,00,All Industries,35041,2220227279,1218,1374
22011,Beauregard Parish,LA,2024,00,All Industries,26617,1536982154,1110,857
22013,Bienville Parish,LA,2024,00,All Industries,18192,948311065,1002,458
22015,Bossier Parish,LA,2024,00,All Industries,9767,454277374,894,177
22017,Caddo Parish,LA,2024,00,All Industries,1342,54881079,786,15
22019,Calcasieu Parish,LA,2024,00,All Industries,52918,3983589189,1448,2863
22021,Caldwell Parish,LA,2024,00,All Industries,44493,3099474308,1340,2095
22023,Cameron Parish,LA,2024,00,All Industries,36068,2309996823,1232,1445
22025,Catahoula Parish,LA,2024,00,All Industries,27644,1615215165,1124,913
22027,Claiborne Parish,LA,2024,00,All Industries,19219,1015006858,1016,500
22029,Concordia Parish,LA,2024,00,All Industries,10794,509435947,908,205
22031,De Soto Parish,LA,2024,00,All Industries,2370,98544013,800,28
22033,East Baton Rouge Parish,LA,2024,00,All Industries,53945,4097839670,1461,2964
22035,East Carroll Parish,LA,2024,00,All Industries,45520,3202187570,1353,2182
22037,East Feliciana Parish,LA,2024,00,All Industries,37096,2401237598,1245,1518
22039,Evangeline Parish,LA,2024,00,All Industries,28671,1694854675,1137,972
22041,Franklin Parish,LA,2024,00,All Industries,20246,1083109149,1029,544
22043,Grant Parish,LA,2024,00,All Industries,11821,566001020,921,235
22045,Iberia Parish,LA,2024,00,All Industries,3397,143572552,813,44
22047,Iberville Parish,LA,2024,00,All Industries,54972,4213496650,1474,3068
22049,Jackson Parish,LA,2024,00,All Industries,46547,3306307332,1366,2271
22051,Jefferson Parish,LA,2024,00,All Industries,38123,2493820825,1258,1592
22053,Jefferson Davis Parish,LA,2024,00,All Industries,29698,1775900684,1150,1032
22055,Lafayette Parish,LA,2024,00,All Industries,21273,1152617940,1042,590
22057,Lafourche Parish,LA,2024,00,All Industries,12849,624021158,934,266
22059,LaSalle Parish,LA,2024,00,All Industries,4424,190007590,826,61
22061,Lincoln Parish,LA,2024,00,All Industries,55999,4330560129,1487,3173
22063,Livingston Parish,LA,2024,00,All Industries,47575,3411905309,1379,2362
22065,Madison Parish,LA,2024,00,All Industries,39150,2587810552,1271,1669
22067,Morehouse Parish,LA,2024,00,All Industries,30725,1858353192,1163,1094
22069,Natchitoches Parish,LA,2024,00,All Industries,22300,1223533229,1055,637
22071,Orleans Parish,LA,2024,00,All Industries,13876,683399913,947,299
22073,Ouachita Parish,LA,2024,00,All Industries,5451,237849128,839,79
22075,Plaquemines Parish,LA,2024,00,All Industries,57026,4449030107,1500,3280
22077,Pointe Coupee Parish,LA,2024,00,All Industries,48602,3518838753,1392,2454
22079,Rapides Parish,LA,2024,00,All Industries,40177,2683206778,1284,1747
22081,Red River Parish,LA,2024,00,All Industries,31752,1942212199,1176,1158
22083,Richland Parish,LA,2024,00,All Industries,23328,1295910570,1068,687
22085,Sabine Parish,LA,2024,00,All Industries,14903,744185168,960,334
22087,St. Bernard Parish,LA,2024,00,All Industries,6478,287097164,852,100
22089,St. Charles Parish,LA,2024,00,All Industries,58054,4568985287,1514,3389
22091,St. Helena Parish,LA,2024,00,All Industries,49629,3627178696,1405,2549
22093,St. James Parish,LA,2024,00,All Industries,41204,2780009503,1297,1827
22095,St. John the Baptist Parish,LA,2024,00,All Industries,32779,2027477706,1189,1223
22097,St. Landry Parish,LA,2024,00,All Industries,24355,1369639542,1081,738
22099,St. Martin Parish,LA,2024,00,All Industries,15930,806376922,973,371
22101,St. Mary Parish,LA,2024,00,All Industries,7505,337751699,865,122
22103,St. Tammany Parish,LA,2024,00,All Industries,59081,4690268948,1527,3500
22105,Tangipahoa Parish,LA,2024,00,All Industries,50656,3736925139,1419,2645
22107,Tensas Parish,LA,2024,00,All Industries,42231,2878218727,1311,1909
22109,Terrebonne Parish,LA,2024,00,All Industries,33807,2114212249,1203,1290
22111,Union Parish,LA,2024,00,All Industries,25382,1444775014,1095,791
22113,Vermilion Parish,LA,2024,00,All Industries,16957,869975175,987,409
22115,Vernon Parish,LA,2024,00,All Industries,8532,389812733,879,146
22117,Washington Parish,LA,2024,00,All Industries,108,4327760,771,1
22119,Webster Parish,LA,2024,00,All Industries,51683,3848078081,1432,2743
22121,West Baton Rouge Parish,LA,2024,00,All Industries,43258,2977834450,1324,1992
22123,West Carroll Parish,LA,2024,00,All Industries,34834,2202291438,1216,1360
22125,West Feliciana Parish,LA,2024,00,All Industries,26409,1521316984,1108,845
22127,Winn Parish,LA,2024,00,All Industries,17984,934979927,1000,449
23001,Androscoggin County,ME,2024,00,All Industries,65792,5105152332,1492,3750
23003,Aroostook County,ME,2024,00,All Industries,55963,4028153673,1384,2797
23005,Cumberland County,ME,2024,00,All Industries,46134,3061563439,1276,1982
23007,Franklin County,ME,2024,00,All Industries,36305,2205381629,1168,1305
23009,Hancock County,ME,2024,00,All Industries,26477,1459663372,1060,765
23011,Kennebec County,ME,2024,00,All Industries,16648,824292794,952,364
23013,Knox County,ME,2024,00,All Industries,6819,299330639,844,101
23015,Lincoln County,ME,2024,00,All Industries,66990,5243983683,1505,3875
23017,Oxford County,ME,2024,00,All Industries,57161,4153525987,1397,2905
23019,Penobscot County,ME,2024,00,All Industries,47333,3173543761,1289,2074
23021,Piscataquis County,ME,2024,00,All Industries,37504,2303897296,1181,1380
23023,Sagadahoc County,ME,2024,00,All Industries,27675,1544659256,1073,824
23025,Somerset County,ME,2024,00,All Industries,17846,895829639,965,406
23027,Waldo County,ME,2024,00,All Industries,8017,357408446,857,126
23029,Washington County,ME,2024,00,All Industries,68189,5384534687,1519,4003
23031,York County,ME,2024,00,All Industries,58360,4280612336,1411,3016
24001,Allegany County,MD,2024,00,All Industries,36705,2546004823,1334,1714
24003,Anne Arundel County,MD,2024,00,All Industries,29684,1892281252,1226,1178
24005,Baltimore County,MD,2024,00,All Industries,22664,1317482182,1118,740
24009,Calvert County,MD,2024,00,All Industries,8623,404402553,902,161
24011,Caroline County,MD,2024,00,All Industries,1602,66133227,794,19
24013,Carroll County,MD,2024,00,All Industries,44582,3373306036,1455,2433
24015,Cecil County,MD,2024,00,All Industries,37561,2631100697,1347,1786
24017,Charles County,MD,2024,00,All Industries,30540,1967761727,1239,1238
24019,Dorchester County,MD,2024,00,All Industries,23520,1383347942,1131,788
24021,Frederick County,MD,2024,00,All Industries,16499,877736094,1023,437
24023,Garrett County,MD,2024,00,All Industries,9479,451038199,915,185
24025,Harford County,MD,2024,00,All Industries,2458,103153474,807,31
24027,Howard County,MD,2024,00,All Industries,45437,3469113269,1468,2519
24029,Kent County,MD,2024,00,All Industries,38417,2717368881,1360,1860
24031,Montgomery County,MD,2024,00,All Industries,31396,2044414512,1252,1300
24033,Prince George's County,MD,2024,00,All Industries,24376,1450386013,1144,838
24035,Queen Anne's County,MD,2024,00,All Industries,17355,935158766,1036,475
24037,St. Mary's County,MD,2024,00,All Industries,10335,498846157,928,210
24039,Somerset County,MD,2024,00,All Industries,3314,141346033,820,44
24041,Talbot County,MD,2024,00,All Industries,46293,3566168478,1481,2606
24043,Washington County,MD,2024,00,All Industries,39273,2804809375,1373,1935
24045,Wicomico County,MD,2024,00,All Industries,32252,2122239607,1265,1363
24047,Worcester County,MD,2024,00,All Industries,25232,1518596394,1157,889
24510,Baltimore city,MD,2024,00,All Industries,49968,3996151692,1538,2996
25001,Barnstable County,MA,2024,00,All Industries,31699,1937842947,1176,1154
25003,Berkshire County,MA,2024,00,All Industries,23274,1292083063,1068,684
25005,Bristol County,MA,2024,00,All Industries,14850,741010476,960,332
25007,Dukes County,MA,2024,00,All Industries,6425,284519770,852,99
25009,Essex County,MA,2024,00,All Industries,58000,4562672657,1513,3383
25011,Franklin County,MA,2024,00,All Industries,49575,3621468981,1405,2544
25013,Hampden County,MA,2024,00,All Industries,41151,2774970136,1297,1823
25015,Hampshire County,MA,2024,00,All Industries,32726,2023035637,1189,1220
25017,Middlesex County,MA,2024,00,All Industries,24301,1365738535,1081,735
25019,Nantucket County,MA,2024,00,All Industries,15877,803129414,973,369
25021,Norfolk County,MA,2024,00,All Industries,7452,335101489,865,121
25023,Plymouth County,MA,2024,00,All Industries,59027,4683882817,1526,3494
25025,Suffolk County,MA,2024,00,All Industries,50603,3731215658,1418,2640
25027,Worcester County,MA,2024,00,All Industries,42178,2873106543,1310,1904
26001,Alcona County,MI,2024,00,All Industries,22577,1194351822,1017,590
26003,Alger County,MI,2024,00,All Industries,12748,602786638,909,244
26005,Allegan County,MI,2024,00,All Industries,2920,121671547,801,35
26007,Alpena County,MI,2024,00,All Industries,63091,4798188857,1463,3474
26009,Antrim County,MI,2024,00,All Industries,53262,3751530939,1355,2559
26011,Arenac County,MI,2024,00,All Industries,43433,2815281444,1247,1782
26013,Baraga County,MI,2024,00,All Industries,33604,1989440374,1139,1143
26015,Barry County,MI,2024,00,All Industries,23776,1274061314,1031,642
26017,Bay County,MI,2024,00,All Industries,13947,669031476,922,278
26019,Benzie County,MI,2024,00,All Industries,4118,174410061,814,53
26021,Berrien County,MI,2024,00,All Industries,64289,4933321603,1476,3595
26023,Branch County,MI,2024,00,All Industries,54460,3873204647,1368,2663
26025,Calhoun County,MI,2024,00,All Industries,44631,2923496114,1260,1869
26027,Cass County,MI,2024,00,All Industries,34803,2084255893,1152,1213
26029,Charlevoix County,MI,2024,00,All Industries,24974,1355358592,1044,695
26031,Cheboygan County,MI,2024,00,All Industries,15145,736869716,936,315
26033,Chippewa County,MI,2024,00,All Industries,5316,228789263,828,73
26035,Clare County,MI,2024,00,All Industries,65487,5070095037,1489,3718
26037,Clinton County,MI,2024,00,All Industries,55659,3996590847,1381,2769
26039,Crawford County,MI,2024,00,All Industries,45830,3033417660,1273,1959
26041,Delta County,MI,2024,00,All Industries,36001,2180652897,1165,1286
26043,Dickinson County,MI,2024,00,All Industries,26172,1438296558,1057,751
26045,Eaton County,MI,2024,00,All Industries,16343,806348643,949,354
26047,Emmet County,MI,2024,00,All Industries,6515,284852875,841,95
26049,Genesee County,MI,2024,00,All Industries,66686,5208587264,1502,3843
26051,Gladwin County,MI,2024,00,All Industries,56857,4121546614,1394,2878
26053,Gogebic County,MI,2024,00,All Industries,47028,3144914389,1286,2050
26055,Grand Traverse County,MI,2024,00,All Industries,37199,2278690588,1178,1360
26057,Gratiot County,MI,2024,00,All Industries,27371,1522930851,1070,809
26059,Hillsdale County,MI,2024,00,All Industries,17542,877518282,962,395
26061,Houghton County,MI,2024,00,All Industries,7713,342514136,854,120
26063,Huron County,MI,2024,00,All Industries,67884,5348642757,1515,3970
26065,Ingham County,MI,2024,00,All Industries,58055,4248143069,1407,2988
26067,Ionia County,MI,2024,00,All Industries,48226,3258051806,1299,2144
26069,Iosco County,MI,2024,00,All Industries,38398,2378430908,1191,1437
26071,Iron County,MI,2024,00,All Industries,28569,1609150876,1083,869
26073,Isabella County,MI,2024,00,All Industries,18740,950279269,975,438
26075,Jackson County,MI,2024,00,All Industries,8911,401816085,867,146
26077,Kalamazoo County,MI,2024,00,All Industries,69082,5490338937,1528,4100
26079,Kalkaska County,MI,2024,00,All Industries,59254,4376454070,1420,3100
26081,Kent County,MI,2024,00,All Industries,49425,3372898152,1312,2239
26083,Keweenaw County,MI,2024,00,All Industries,39596,2479750658,1204,1516
26085,Lake County,MI,2024,00,All Industries,29767,1697011588,1096,931
26087,Lapeer County,MI,2024,00,All Industries,19938,1024680943,988,483
26089,Leelanau County,MI,2024,00,All Industries,10110,462804498,880,174
26091,Lenawee County,MI,2024,00,All Industries,281,11285084,772,3
26093,Livingston County,MI,2024,00,All Industries,60452,4506332585,1434,3215
26095,Luce County,MI,2024,00,All Industries,50623,3489317628,1326,2337
26097,Mackinac County,MI,2024,00,All Industries,40794,2582711096,1218,1597
26099,Macomb County,MI,2024,00,All Industries,30966,1786570683,1110,995
26101,Manistee County,MI,2024,00,All Industries,21137,1100775382,1002,530
26103,Marquette County,MI,2024,00,All Industries,11308,525388506,893,204
26105,Mason County,MI,2024,00,All Industries,1479,60410054,785,16
26107,Mecosta County,MI,2024,00,All Industries,61650,4637851786,1447,3331
26109,Menominee County,MI,2024,00,All Industries,51821,3607377792,1339,2436
26111,Midland County,MI,2024,00,All Industries,41993,2687376217,1231,1680
26113,Missaukee County,MI,2024,00,All Industries,32164,1877713455,1123,1061
26115,Monroe County,MI,2024,00,All Industries,22335,1178459116,1015,580
26117,Montcalm County,MI,2024,00,All Industries,12506,589613202,907,237
26119,Montmorency County,MI,2024,00,All Industries,2677,111175711,799,32
26121,Muskegon County,MI,2024,00,All Industries,62849,4771087589,1460,3450
26123,Newaygo County,MI,2024,00,All Industries,53020,3727148940,1352,2538
26125,Oakland County,MI,2024,00,All Industries,43191,2793618715,1244,1764
26127,Oceana County,MI,2024,00,All Industries,33362,1970496914,1136,1129
26129,Ogemaw County,MI,2024,00,All Industries,23533,1257783537,1028,631
26131,Ontonagon County,MI,2024,00,All Industries,13705,655526416,920,271
26133,Osceola County,MI,2024,00,All Industries,3876,163624271,812,49
26135,Oscoda County,MI,2024,00,All Industries,64047,4905888850,1473,3570
26137,Otsego County,MI,2024,00,All Industries,54218,3848491162,1365,2642
26139,Ottawa County,MI,2024,00,All Industries,44389,2901501899,1257,1851
26141,Presque Isle County,MI,2024,00,All Industries,34561,2064980809,1149,1199
26143,Roscommon County,MI,2024,00,All Industries,24732,1338802778,1041,684
26145,Saginaw County,MI,2024,00,All Industries,14903,723033171,933,308
26147,St. Clair County,MI,2024,00,All Industries,5074,217671987,825,69
26149,St. Joseph County,MI,2024,00,All Industries,65245,5042330798,1486,3693
26151,Sanilac County,MI,2024,00,All Industries,55416,3971474073,1378,2748
26153,Schoolcraft County,MI,2024,00,All Industries,45588,3011091821,1270,1940
26155,Shiawassee County,MI,2024,00,All Industries,35759,2161046328,1162,1271
26157,Tuscola County,MI,2024,00,All Industries,25930,1421409258,1054,740
26159,Van Buren County,MI,2024,00,All Industries,16101,792180613,946,346
26161,Washtenaw County,MI,2024,00,All Industries,6272,273360392,838,91
26163,Wayne County,MI,2024,00,All Industries,66444,5180491401,1499,3818
26165,Wexford County,MI,2024,00,All Industries,56615,4096170021,1391,2856
27001,Aitkin County,MN,2024,00,All Industries,5837,260738240,859,92
27003,Anoka County,MN,2024,00,All Industries,48817,3859151933,1520,2871
27005,Becker County,MN,2024,00,All Industries,41796,3069372033,1412,2165
27007,Beltrami County,MN,2024,00,All Industries,34776,2358526323,1304,1557
27009,Benton County,MN,2024,00,All Industries,27755,1726473546,1196,1048
27011,Big Stone County,MN,2024,00,All Industries,20734,1173287138,1088,637
27013,Blue Earth County,MN,2024,00,All Industries,13714,699018071,980,325
27015,Brown County,MN,2024,00,All Industries,6693,303558785,872,112
27017,Carlton County,MN,2024,00,All Industries,49673,3960835814,1533,2964
27019,Carver County,MN,2024,00,All Industries,42652,3161440515,1425,2246
27021,Cass County,MN,2024,00,All Industries,35632,2440980090,1317,1626
27023,Chippewa County,MN,2024,00,All Industries,28611,1799311914,1209,1105
27025,Chisago County,MN,2024,00,All Industries,21590,1236510107,1101,682
27027,Clay County,MN,2024,00,All Industries,14570,752626325,993,358
27029,Clearwater County,MN,2024,00,All Industries,7549,347551641,885,132
27031,Cook County,MN,2024,00,All Industries,529,21383749,777,6
27033,Cottonwood County,MN,2024,00,All Industries,43508,3254681307,1439,2328
27035,Crow Wing County,MN,2024,00,All Industries,36488,2524606168,1331,1696
27037,Dakota County,MN,2024,00,All Industries,29467,1873322593,1223,1163
27039,Dodge County,MN,2024,00,All Industries,22446,1300905386,1115,728
27041,Douglas County,MN,2024,00,All Industries,15426,807406891,1007,392
27043,Faribault County,MN,2024,00,All Industries,8405,392716807,899,155
27045,Fillmore County,MN,2024,00,All Industries,1385,56934201,791,16
27047,Freeborn County,MN,2024,00,All Industries,44364,3349094409,1452,2412
27049,Goodhue County,MN,2024,00,All Industries,37344,2609404557,1344,1768
27051,Grant County,MN,2024,00,All Industries,30323,1948505582,1236,1223
27053,Hennepin County,MN,2024,00,All Industries,23302,1366472977,1128,776
27055,Houston County,MN,2024,00,All Industries,16282,863359767,1020,428
27057,Hubbard County,MN,2024,00,All Industries,9261,439054284,912,178
27059,Isanti County,MN,2024,00,All Industries,2241,93656964,804,27
27061,Itasca County,MN,2024,00,All Industries,45220,3444679823,1465,2497
27063,Jackson County,MN,2024,00,All Industries,38199,2695304696,1357,1841
27065,Kanabec County,MN,2024,00,All Industries,31179,2024860882,1249,1284
27067,Kandiyohi County,MN,2024,00,All Industries,24158,1433212878,1141,825
27069,Kittson County,MN,2024,00,All Industries,17138,920484954,1033,465
27071,Koochiching County,MN,2024,00,All Industries,10117,486564072,925,204
27073,Lac qui Parle County,MN,2024,00,All Industries,3097,131552037,817,41
27075,Lake County,MN,2024,00,All Industries,46076,3541437548,1478,2584
27077,Lake of the Woods County,MN,2024,00,All Industries,39055,2782447022,1370,1916
27079,Le Sueur County,MN,2024,00,All Industries,32035,2102388494,1262,1347
27081,Lincoln County,MN,2024,00,All Industries,25014,1501125090,1154,876
27083,Lyon County,MN,2024,00,All Industries,17994,978782452,1046,504
27085,McLeod County,MN,2024,00,All Industries,10973,535246171,938,230
27087,Mahnomen County,MN,2024,00,All Industries,3953,170619422,830,55
27089,Marshall County,MN,2024,00,All Industries,46932,3639367583,1491,2672
27091,Martin County,MN,2024,00,All Industries,39911,2870761658,1383,1992
27093,Meeker County,MN,2024,00,All Industries,32891,2181088416,1275,1411
27095,Mille Lacs County,MN,2024,00,All Industries,25870,1570209613,1167,928
27097,Morrison County,MN,2024,00,All Industries,18850,1038252260,1059,544
27099,Mower County,MN,2024,00,All Industries,11829,585100581,951,258
27101,Murray County,MN,2024,00,All Industries,4808,210815271,843,71
27103,Nicollet County,MN,2024,00,All Industries,47788,3738469929,1504,2762
27105,Nobles County,MN,2024,00,All Industries,40767,2960248605,1396,2070
27107,Norman County,MN,2024,00,All Industries,33747,2260960649,1288,1476
27109,Olmsted County,MN,2024,00,All Industries,26726,1640466447,1180,982
27111,Otter Tail County,MN,2024,00,All Industries,19706,1098894380,1072,585
27113,Pennington County,MN,2024,00,All Industries,12685,636127301,964,288
27115,Pine County,MN,2024,00,All Industries,5664,252226592,856,89
27117,Pipestone County,MN,2024,00,All Industries,48644,3838744586,1518,2853
27119,Polk County,MN,2024,00,All Industries,41623,3050907863,1410,2149
27121,Pope County,MN,2024,00,All Industries,34603,2342005192,1302,1543
27123,Ramsey County,MN,2024,00,All Industries,27582,1711895592,1194,1037
27125,Red Lake County,MN,2024,00,All Industries,20562,1160708810,1086,628
27127,Redwood County,MN,2024,00,All Industries,13541,688326333,978,319
27129,Renville County,MN,2024,00,All Industries,6520,294810224,870,108
27131,Rice County,MN,2024,00,All Industries,49500,3940191554,1531,2945
27133,Rock County,MN,2024,00,All Industries,42479,3142739432,1423,2229
27135,Roseau County,MN,2024,00,All Industries,35459,2424222047,1315,1612
27137,St. Louis County,MN,2024,00,All Industries,28438,1784497047,1207,1093
