geoid,county_name,state_abbr,year,industry_code,industry_name,annual_avg_employment,total_annual_wages,avg_weekly_wage,num_establishments
27143,Sibley County,MN,2024,31-33,Manufacturing,1298,70331202,1042,36
27145,Stearns County,MN,2024,31-33,Manufacturing,558,27100845,934,12
27147,Steele County,MN,2024,31-33,Manufacturing,115,4939406,826,2
27149,Stevens County,MN,2024,31-33,Manufacturing,7467,577459678,1487,423
27151,Swift County,MN,2024,31-33,Manufacturing,5509,395096856,1379,274
27153,Todd County,MN,2024,31-33,Manufacturing,3846,254228183,1271,164
27155,Traverse County,MN,2024,31-33,Manufacturing,2479,149943577,1163,88
27157,Wabasha County,MN,2024,31-33,Manufacturing,1408,77255617,1055,40
27159,Wadena County,MN,2024,31-33,Manufacturing,633,31176885,947,14
27161,Waseca County,MN,2024,31-33,Manufacturing,153,6676326,839,2
27163,Washington County,MN,2024,31-33,Manufacturing,7726,602779879,1500,444
27165,Watonwan County,MN,2024,31-33,Manufacturing,5732,415015117,1392,289
27167,Wilkin County,MN,2024,31-33,Manufacturing,4033,269350893,1284,175
27169,Winona County,MN,2024,31-33,Manufacturing,2630,160877810,1176,96
27171,Wright County,MN,2024,31-33,Manufacturing,1523,84608449,1068,45
27173,Yellow Medicine County,MN,2024,31-33,Manufacturing,711,35505452,960,16
28001,Adams County,MS,2024,31-33,Manufacturing,267,11940715,860,4
28003,Alcorn County,MS,2024,31-33,Manufacturing,9775,773254483,1521,576
28005,Amite County,MS,2024,31-33,Manufacturing,7313,537423998,1413,379
28007,Attala County,MS,2024,31-33,Manufacturing,5206,353343675,1305,233
28009,Benton County,MS,2024,31-33,Manufacturing,3454,215031981,1197,131
28011,Bolivar County,MS,2024,31-33,Manufacturing,2057,116507384,1089,63
28013,Calhoun County,MS,2024,31-33,Manufacturing,1014,51737326,981,24
28015,Carroll County,MS,2024,31-33,Manufacturing,327,14847939,873,5
28017,Chickasaw County,MS,2024,31-33,Manufacturing,10099,805800007,1534,603
28019,Choctaw County,MS,2024,31-33,Manufacturing,7594,563274441,1426,400
28021,Claiborne County,MS,2024,31-33,Manufacturing,5444,373225144,1318,249
28023,Clarke County,MS,2024,31-33,Manufacturing,3649,229670581,1210,141
28025,Clay County,MS,2024,31-33,Manufacturing,2208,126571896,1102,70
28027,Coahoma County,MS,2024,31-33,Manufacturing,1122,58016113,994,28
28029,Copiah County,MS,2024,31-33,Manufacturing,391,18021699,886,7
28031,Covington County,MS,2024,31-33,Manufacturing,16,647597,778,1
28033,DeSoto County,MS,2024,31-33,Manufacturing,7881,589958871,1440,422
28035,Forrest County,MS,2024,31-33,Manufacturing,5687,393778768,1332,265
28037,Franklin County,MS,2024,31-33,Manufacturing,3848,244830738,1224,152
28039,George County,MS,2024,31-33,Manufacturing,2365,137191259,1116,77
28041,Greene County,MS,2024,31-33,Manufacturing,1236,64757163,1008,32
28043,Grenada County,MS,2024,31-33,Manufacturing,462,21610541,900,9
28045,Hancock County,MS,2024,31-33,Manufacturing,42,1728703,792,1
28047,Harrison County,MS,2024,31-33,Manufacturing,8172,617338525,1453,445
28049,Hinds County,MS,2024,31-33,Manufacturing,5936,415084746,1345,281
28051,Holmes County,MS,2024,31-33,Manufacturing,4054,260713603,1237,164
28053,Humphreys County,MS,2024,31-33,Manufacturing,2527,148319106,1129,84
28055,Issaquena County,MS,2024,31-33,Manufacturing,1354,71866647,1021,36
28057,Itawamba County,MS,2024,31-33,Manufacturing,537,25486463,913,10
28059,Jackson County,MS,2024,31-33,Manufacturing,74,3096483,805,1
28061,Jasper County,MS,2024,31-33,Manufacturing,8469,645574078,1466,468
28063,Jefferson County,MS,2024,31-33,Manufacturing,6189,437014180,1358,299
28065,Jefferson Davis County,MS,2024,31-33,Manufacturing,4264,277138568,1250,176
28067,Jones County,MS,2024,31-33,Manufacturing,2694,159965709,1142,92
28069,Kemper County,MS,2024,31-33,Manufacturing,1478,79460307,1034,40
28071,Lafayette County,MS,2024,31-33,Manufacturing,618,29753972,926,12
28073,Lamar County,MS,2024,31-33,Manufacturing,112,4763262,818,1
28075,Lauderdale County,MS,2024,31-33,Manufacturing,8772,674677855,1479,492
28077,Lawrence County,MS,2024,31-33,Manufacturing,6448,459717881,1371,317
28079,Leake County,MS,2024,31-33,Manufacturing,4480,294245212,1263,189
28081,Lee County,MS,2024,31-33,Manufacturing,2866,172141338,1155,101
28083,Leflore County,MS,2024,31-33,Manufacturing,1607,87496023,1047,45
28085,Lincoln County,MS,2024,31-33,Manufacturing,704,34376564,939,15
28087,Lowndes County,MS,2024,31-33,Manufacturing,155,6698152,831,2
28089,Madison County,MS,2024,31-33,Manufacturing,9079,704506987,1492,517
28091,Marion County,MS,2024,31-33,Manufacturing,6713,483208174,1384,335
28093,Marshall County,MS,2024,31-33,Manufacturing,4701,311979495,1276,202
28095,Monroe County,MS,2024,31-33,Manufacturing,3044,184917013,1168,109
28097,Montgomery County,MS,2024,31-33,Manufacturing,1742,96039195,1060,50
28099,Neshoba County,MS,2024,31-33,Manufacturing,795,39364511,952,17
28101,Newton County,MS,2024,31-33,Manufacturing,202,8867526,844,3
28103,Noxubee County,MS,2024,31-33,Manufacturing,9392,735226255,1505,543
28105,Oktibbeha County,MS,2024,31-33,Manufacturing,6982,507352053,1397,355
28107,Panola County,MS,2024,31-33,Manufacturing,4927,330351688,1289,216
28109,Pearl River County,MS,2024,31-33,Manufacturing,3227,198243626,1181,119
28111,Perry County,MS,2024,31-33,Manufacturing,1882,105046336,1073,56
28113,Pike County,MS,2024,31-33,Manufacturing,891,44728083,965,20
28115,Pontotoc County,MS,2024,31-33,Manufacturing,256,11413352,857,4
28117,Prentiss County,MS,2024,31-33,Manufacturing,9710,766769018,1519,570
28119,Quitman County,MS,2024,31-33,Manufacturing,7257,532304437,1411,375
28121,Rankin County,MS,2024,31-33,Manufacturing,5159,349439798,1303,230
28123,Scott County,MS,2024,31-33,Manufacturing,3415,212131450,1195,129
28125,Sharkey County,MS,2024,31-33,Manufacturing,2027,114527714,1087,62
28127,Simpson County,MS,2024,31-33,Manufacturing,993,50528437,979,23
28129,Smith County,MS,2024,31-33,Manufacturing,314,14214204,871,5
28131,Stone County,MS,2024,31-33,Manufacturing,10034,799225200,1532,598
28133,Sunflower County,MS,2024,31-33,Manufacturing,7537,558003615,1424,396
28135,Tallahatchie County,MS,2024,31-33,Manufacturing,5395,369119311,1316,246
28137,Tate County,MS,2024,31-33,Manufacturing,3609,226653559,1208,139
28139,Tippah County,MS,2024,31-33,Manufacturing,2177,124493603,1100,69
28141,Tishomingo County,MS,2024,31-33,Manufacturing,1100,56726330,992,27
28143,Tunica County,MS,2024,31-33,Manufacturing,378,17370207,884,7
28145,Union County,MS,2024,31-33,Manufacturing,11,443701,776,1
28147,Walthall County,MS,2024,31-33,Manufacturing,7822,584459859,1437,418
28149,Warren County,MS,2024,31-33,Manufacturing,5638,389605757,1329,261
28151,Washington County,MS,2024,31-33,Manufacturing,3808,241758789,1221,150
28153,Wayne County,MS,2024,31-33,Manufacturing,2333,135012143,1113,75
28155,Webster County,MS,2024,31-33,Manufacturing,1212,63332032,1005,31
28157,Wilkinson County,MS,2024,31-33,Manufacturing,447,20847047,897,8
28159,Winston County,MS,2024,31-33,Manufacturing,37,1517785,789,1
28161,Yalobusha County,MS,2024,31-33,Manufacturing,8113,611758846,1450,440
28163,Yazoo County,MS,2024,31-33,Manufacturing,5885,410704150,1342,278
29001,Adair County,MO,2024,31-33,Manufacturing,10015,766051588,1471,557
29003,Andrew County,MO,2024,31-33,Manufacturing,7336,519931374,1363,356
29005,Atchison County,MO,2024,31-33,Manufacturing,5071,330920771,1255,211
29007,Audrain County,MO,2024,31-33,Manufacturing,3219,191984492,1147,111
29009,Barry County,MO,2024,31-33,Manufacturing,1782,96271788,1039,49
29011,Barton County,MO,2024,31-33,Manufacturing,758,36693347,931,16
29013,Bates County,MO,2024,31-33,Manufacturing,149,6375955,823,2
29015,Benton County,MO,2024,31-33,Manufacturing,10371,800383835,1484,586
29017,Bollinger County,MO,2024,31-33,Manufacturing,7641,546780190,1376,378
29019,Boone County,MO,2024,31-33,Manufacturing,5325,351142528,1268,226
29021,Buchanan County,MO,2024,31-33,Manufacturing,3423,206495200,1160,121
29023,Butler County,MO,2024,31-33,Manufacturing,1935,105862560,1052,55
29025,Caldwell County,MO,2024,31-33,Manufacturing,861,42268962,944,18
29027,Callaway County,MO,2024,31-33,Manufacturing,201,8738758,836,3
29029,Camden County,MO,2024,31-33,Manufacturing,10732,835592931,1497,615
29031,Cape Girardeau County,MO,2024,31-33,Manufacturing,7951,574407929,1389,400
29033,Carroll County,MO,2024,31-33,Manufacturing,5585,372111905,1281,242
29035,Carter County,MO,2024,31-33,Manufacturing,3632,221590343,1173,132
29037,Cass County,MO,2024,31-33,Manufacturing,2094,115995233,1065,61
29039,Cedar County,MO,2024,31-33,Manufacturing,970,48284303,957,22
29041,Chariton County,MO,2024,31-33,Manufacturing,259,11437743,849,4
29043,Christian County,MO,2024,31-33,Manufacturing,11099,871767693,1510,646
29045,Clark County,MO,2024,31-33,Manufacturing,8268,602970717,1402,423
29047,Clay County,MO,2024,31-33,Manufacturing,5851,393841229,1294,258
29049,Clinton County,MO,2024,31-33,Manufacturing,3848,237403584,1186,143
29051,Cole County,MO,2024,31-33,Manufacturing,2259,126682134,1078,68
29053,Cooper County,MO,2024,31-33,Manufacturing,1085,54751696,970,25
29055,Crawford County,MO,2024,31-33,Manufacturing,324,14530081,862,5
29057,Dade County,MO,2024,31-33,Manufacturing,11472,908920447,1524,677
29059,Dallas County,MO,2024,31-33,Manufacturing,8591,632409321,1416,447
29061,Daviess County,MO,2024,31-33,Manufacturing,6124,416410821,1308,276
29063,DeKalb County,MO,2024,31-33,Manufacturing,4070,253886921,1200,155
29065,Dent County,MO,2024,31-33,Manufacturing,2431,137992351,1092,75
29067,Douglas County,MO,2024,31-33,Manufacturing,1206,61683467,984,29
29069,Dunklin County,MO,2024,31-33,Manufacturing,394,17939092,876,7
29071,Franklin County,MO,2024,31-33,Manufacturing,11852,947143432,1537,710
29073,Gasconade County,MO,2024,31-33,Manufacturing,8920,662736068,1429,472
29075,Gentry County,MO,2024,31-33,Manufacturing,6402,439697700,1321,294
29077,Greene County,MO,2024,31-33,Manufacturing,4298,271052682,1213,167
29079,Grundy County,MO,2024,31-33,Manufacturing,2609,149882816,1105,83
29081,Harrison County,MO,2024,31-33,Manufacturing,1333,69091942,997,33
29083,Henry County,MO,2024,31-33,Manufacturing,471,21767478,889,8
29085,Hickory County,MO,2024,31-33,Manufacturing,23,933777,781,1
29087,Holt County,MO,2024,31-33,Manufacturing,9255,693963282,1442,497
29089,Howard County,MO,2024,31-33,Manufacturing,6687,463850868,1334,312
29091,Howell County,MO,2024,31-33,Manufacturing,4533,288976941,1226,180
29093,Iron County,MO,2024,31-33,Manufacturing,2792,162307722,1118,91
29095,Jackson County,MO,2024,31-33,Manufacturing,1466,76989446,1010,38
29097,Jasper County,MO,2024,31-33,Manufacturing,554,25982718,902,10
29099,Jefferson County,MO,2024,31-33,Manufacturing,56,2311890,794,1
29101,Johnson County,MO,2024,31-33,Manufacturing,9597,726178957,1455,524
29103,Knox County,MO,2024,31-33,Manufacturing,6978,488814655,1347,332
29105,Laclede County,MO,2024,31-33,Manufacturing,4773,307545210,1239,194
29107,Lafayette County,MO,2024,31-33,Manufacturing,2982,175394976,1131,100
29109,Lawrence County,MO,2024,31-33,Manufacturing,1606,85441507,1023,43
29111,Lewis County,MO,2024,31-33,Manufacturing,643,30597138,915,13
29113,Lincoln County,MO,2024,31-33,Manufacturing,94,3945040,807,1
29115,Linn County,MO,2024,31-33,Manufacturing,9944,759244769,1468,551
29117,Livingston County,MO,2024,31-33,Manufacturing,7275,514601386,1360,352
29119,McDonald County,MO,2024,31-33,Manufacturing,5020,326897997,1252,208
29121,Macon County,MO,2024,31-33,Manufacturing,3179,189158957,1144,109
29123,Madison County,MO,2024,31-33,Manufacturing,1751,94354732,1036,48
29125,Maries County,MO,2024,31-33,Manufacturing,738,35623064,928,15
29127,Marion County,MO,2024,31-33,Manufacturing,139,5928805,820,2
29129,Mercer County,MO,2024,31-33,Manufacturing,10298,793325063,1481,580
29131,Miller County,MO,2024,31-33,Manufacturing,7579,541294807,1373,373
29133,Mississippi County,MO,2024,31-33,Manufacturing,5273,346983880,1265,223
29135,Moniteau County,MO,2024,31-33,Manufacturing,3381,203493671,1157,119
29137,Monroe County,MO,2024,31-33,Manufacturing,1903,103848534,1049,54
29139,Montgomery County,MO,2024,31-33,Manufacturing,840,41121776,941,18
29141,Morgan County,MO,2024,31-33,Manufacturing,190,8234226,833,3
29143,New Madrid County,MO,2024,31-33,Manufacturing,10658,828356497,1495,609
29145,Newton County,MO,2024,31-33,Manufacturing,7888,568765089,1387,395
29147,Nodaway County,MO,2024,31-33,Manufacturing,5532,367815184,1279,238
29149,Oregon County,MO,2024,31-33,Manufacturing,3589,218470262,1171,130
29151,Osage County,MO,2024,31-33,Manufacturing,2061,113882038,1063,60
29153,Ozark County,MO,2024,31-33,Manufacturing,947,47008376,955,21
29155,Pemiscot County,MO,2024,31-33,Manufacturing,247,10873630,847,4
29157,Perry County,MO,2024,31-33,Manufacturing,11024,864351397,1508,639
29159,Pettis County,MO,2024,31-33,Manufacturing,8203,597095293,1400,418
29161,Phelps County,MO,2024,31-33,Manufacturing,5797,389404234,1292,255
29163,Pike County,MO,2024,31-33,Manufacturing,3804,234162612,1184,141
29165,Platte County,MO,2024,31-33,Manufacturing,2225,124467569,1076,67
29167,Polk County,MO,2024,31-33,Manufacturing,1061,53393783,968,24
29169,Pulaski County,MO,2024,31-33,Manufacturing,310,13859342,860,5
29171,Putnam County,MO,2024,31-33,Manufacturing,11396,901322089,1521,671
29173,Ralls County,MO,2024,31-33,Manufacturing,8525,626371218,1413,442
29175,Randolph County,MO,2024,31-33,Manufacturing,6068,411763357,1305,272
29177,Ray County,MO,2024,31-33,Manufacturing,4025,250522860,1197,152
29179,Reynolds County,MO,2024,31-33,Manufacturing,2396,135674079,1089,74
29181,Ripley County,MO,2024,31-33,Manufacturing,1181,60241368,981,28
29183,St. Charles County,MO,2024,31-33,Manufacturing,380,17249080,873,6
29185,St. Clair County,MO,2024,31-33,Manufacturing,11775,939360674,1534,703
29186,Ste. Genevieve County,MO,2024,31-33,Manufacturing,10262,789841737,1480,577
29187,St. Francois County,MO,2024,31-33,Manufacturing,8853,656533086,1426,467
29189,St. Louis County,MO,2024,31-33,Manufacturing,6345,434904878,1318,290
29197,Stoddard County,MO,2024,31-33,Manufacturing,455,20965070,886,8
29199,Stone County,MO,2024,31-33,Manufacturing,18,728291,778,1
29201,Sullivan County,MO,2024,31-33,Manufacturing,9187,687593221,1439,492
29203,Taney County,MO,2024,31-33,Manufacturing,6629,458910350,1331,308
29205,Texas County,MO,2024,31-33,Manufacturing,4485,285296350,1223,177
29207,Vernon County,MO,2024,31-33,Manufacturing,2755,159775573,1115,90
29209,Warren County,MO,2024,31-33,Manufacturing,1439,75372375,1007,37
29211,Washington County,MO,2024,31-33,Manufacturing,537,25111107,899,10
29213,Wayne County,MO,2024,31-33,Manufacturing,49,2016123,791,1
29215,Webster County,MO,2024,31-33,Manufacturing,9527,719563951,1452,518
29217,Worth County,MO,2024,31-33,Manufacturing,6919,483724241,1344,328
29219,Wright County,MO,2024,31-33,Manufacturing,4724,303734244,1236,191
30001,Beaverhead County,MT,2024,31-33,Manufacturing,4450,303752842,1313,202
30003,Big Horn County,MT,2024,31-33,Manufacturing,2969,185985888,1205,114
30005,Blaine County,MT,2024,31-33,Manufacturing,1785,101791660,1097,56
30007,Broadwater County,MT,2024,31-33,Manufacturing,895,46011661,989,22
30009,Carbon County,MT,2024,31-33,Manufacturing,302,13829551,881,5
30013,Cascade County,MT,2024,31-33,Manufacturing,6463,481883150,1434,344
30015,Chouteau County,MT,2024,31-33,Manufacturing,4651,320657738,1326,215
30017,Custer County,MT,2024,31-33,Manufacturing,3134,198467959,1218,123
30019,Daniels County,MT,2024,31-33,Manufacturing,1913,110400954,1110,61
30021,Dawson County,MT,2024,31-33,Manufacturing,988,51469305,1002,25
30023,Deer Lodge County,MT,2024,31-33,Manufacturing,359,16685593,894,6
30025,Fallon County,MT,2024,31-33,Manufacturing,25,1021538,786,1
30027,Fergus County,MT,2024,31-33,Manufacturing,6704,504442818,1447,362
30029,Flathead County,MT,2024,31-33,Manufacturing,4856,338116422,1339,228
30031,Gallatin County,MT,2024,31-33,Manufacturing,3303,211432049,1231,132
30033,Garfield County,MT,2024,31-33,Manufacturing,2046,119477525,1123,68
30035,Glacier County,MT,2024,31-33,Manufacturing,1085,57265431,1015,28
30037,Golden Valley County,MT,2024,31-33,Manufacturing,420,19808349,907,8
30039,Granite County,MT,2024,31-33,Manufacturing,50,2077314,799,1
30041,Hill County,MT,2024,31-33,Manufacturing,6950,527712189,1460,382
30043,Jefferson County,MT,2024,31-33,Manufacturing,5065,356137111,1352,243
30045,Judith Basin County,MT,2024,31-33,Manufacturing,3476,224886376,1244,142
30047,Lake County,MT,2024,31-33,Manufacturing,2184,129031644,1136,74
30049,Lewis and Clark County,MT,2024,31-33,Manufacturing,1186,63408257,1028,32
30051,Liberty County,MT,2024,31-33,Manufacturing,485,23206036,920,10
30053,Lincoln County,MT,2024,31-33,Manufacturing,79,3336252,812,1
30055,McCone County,MT,2024,31-33,Manufacturing,7200,551624921,1473,402
30057,Madison County,MT,2024,31-33,Manufacturing,5279,374799021,1365,257
30059,Meagher County,MT,2024,31-33,Manufacturing,3654,238904538,1257,152
30061,Mineral County,MT,2024,31-33,Manufacturing,2325,138954053,1149,81
30063,Missoula County,MT,2024,31-33,Manufacturing,1292,69960148,1041,36
30065,Musselshell County,MT,2024,31-33,Manufacturing,555,26935404,933,11
30067,Park County,MT,2024,31-33,Manufacturing,113,4849485,825,2
30069,Petroleum County,MT,2024,31-33,Manufacturing,7454,576189231,1487,422
30071,Phillips County,MT,2024,31-33,Manufacturing,5497,394040740,1379,273
30073,Pondera County,MT,2024,31-33,Manufacturing,3837,253496807,1271,163
30075,Powder River County,MT,2024,31-33,Manufacturing,2472,149432265,1162,88
30077,Powell County,MT,2024,31-33,Manufacturing,1402,76876542,1054,40
30079,Prairie County,MT,2024,31-33,Manufacturing,629,30957505,946,14
30081,Ravalli County,MT,2024,31-33,Manufacturing,151,6583684,838,2
30083,Richland County,MT,2024,31-33,Manufacturing,7713,601491320,1500,443
30085,Roosevelt County,MT,2024,31-33,Manufacturing,5720,413942853,1392,289
30087,Rosebud County,MT,2024,31-33,Manufacturing,4023,268539953,1284,175
30089,Sanders County,MT,2024,31-33,Manufacturing,2622,160295200,1176,95
30091,Sheridan County,MT,2024,31-33,Manufacturing,1517,84221175,1068,45
30093,Silver Bow County,MT,2024,31-33,Manufacturing,707,35280559,960,16
30095,Stillwater County,MT,2024,31-33,Manufacturing,193,8547066,852,3
30097,Sweet Grass County,MT,2024,31-33,Manufacturing,7976,627462790,1513,465
30099,Teton County,MT,2024,31-33,Manufacturing,5947,434442579,1405,305
30101,Toole County,MT,2024,31-33,Manufacturing,4214,284175009,1297,187
30103,Treasure County,MT,2024,31-33,Manufacturing,2777,171672660,1189,104
30105,Valley County,MT,2024,31-33,Manufacturing,1636,91948115,1081,49
30107,Wheatland County,MT,2024,31-33,Manufacturing,790,39963368,973,18
30109,Wibaux County,MT,2024,31-33,Manufacturing,240,10792819,865,4
30111,Yellowstone County,MT,2024,31-33,Manufacturing,8243,654111860,1526,488
31001,Adams County,NE,2024,31-33,Manufacturing,2857,171499162,1154,100
31003,Antelope County,NE,2024,31-33,Manufacturing,1601,87112404,1046,45
31005,Arthur County,NE,2024,31-33,Manufacturing,699,34107553,938,15
31007,Banner County,NE,2024,31-33,Manufacturing,152,6563105,830,2
31009,Blaine County,NE,2024,31-33,Manufacturing,9063,702943113,1492,516
31011,Boone County,NE,2024,31-33,Manufacturing,6699,481962198,1384,334
31013,Box Butte County,NE,2024,31-33,Manufacturing,4689,311016362,1276,201
31015,Boyd County,NE,2024,31-33,Manufacturing,3035,184262344,1168,109
31017,Brown County,NE,2024,31-33,Manufacturing,1735,95591571,1060,50
31019,Buffalo County,NE,2024,31-33,Manufacturing,790,39088840,952,17
31021,Burt County,NE,2024,31-33,Manufacturing,200,8772616,844,3
31023,Butler County,NE,2024,31-33,Manufacturing,9376,733640293,1505,542
31025,Cass County,NE,2024,31-33,Manufacturing,6968,506086924,1397,354
31027,Cedar County,NE,2024,31-33,Manufacturing,4915,329372301,1289,215
31029,Chase County,NE,2024,31-33,Manufacturing,3217,197514889,1181,118
31031,Cherry County,NE,2024,31-33,Manufacturing,1874,104533158,1073,56
31033,Cheyenne County,NE,2024,31-33,Manufacturing,886,44445574,965,20
31035,Clay County,NE,2024,31-33,Manufacturing,253,11270604,857,4
31037,Colfax County,NE,2024,31-33,Manufacturing,9693,765081860,1518,569
31039,Cuming County,NE,2024,31-33,Manufacturing,7242,530946626,1410,374
31041,Custer County,NE,2024,31-33,Manufacturing,5147,348443942,1302,230
31043,Dakota County,NE,2024,31-33,Manufacturing,3405,211389180,1194,128
31045,Dawes County,NE,2024,31-33,Manufacturing,2019,114003902,1086,62
31047,Dawson County,NE,2024,31-33,Manufacturing,988,50238877,978,23
31049,Deuel County,NE,2024,31-33,Manufacturing,311,14067340,870,5
31051,Dixon County,NE,2024,31-33,Manufacturing,10017,797514878,1531,596
31053,Dodge County,NE,2024,31-33,Manufacturing,7522,556625575,1423,395
31055,Douglas County,NE,2024,31-33,Manufacturing,5383,368106846,1315,245
31057,Dundy County,NE,2024,31-33,Manufacturing,3599,225897541,1207,138
31059,Fillmore County,NE,2024,31-33,Manufacturing,2169,123958978,1099,68
31061,Franklin County,NE,2024,31-33,Manufacturing,1094,56378006,991,27
31063,Frontier County,NE,2024,31-33,Manufacturing,374,17173094,883,7
31065,Furnas County,NE,2024,31-33,Manufacturing,10,403009,775,1
31067,Gage County,NE,2024,31-33,Manufacturing,7808,583136097,1436,417
31069,Garden County,NE,2024,31-33,Manufacturing,5625,388507364,1328,261
31071,Garfield County,NE,2024,31-33,Manufacturing,3797,240925395,1220,149
31073,Gosper County,NE,2024,31-33,Manufacturing,2324,134408657,1112,75
31075,Grant County,NE,2024,31-33,Manufacturing,1206,62975617,1004,30
31077,Greeley County,NE,2024,31-33,Manufacturing,443,20644741,896,8
31079,Hall County,NE,2024,31-33,Manufacturing,35,1434498,788,1
31081,Hamilton County,NE,2024,31-33,Manufacturing,8098,610339778,1449,439
31083,Harlan County,NE,2024,31-33,Manufacturing,5872,409588071,1341,277
31085,Hayes County,NE,2024,31-33,Manufacturing,4001,256609233,1233,161
31087,Hitchcock County,NE,2024,31-33,Manufacturing,2485,145421731,1125,82
31089,Holt County,NE,2024,31-33,Manufacturing,1324,70044034,1017,35
31091,Hooker County,NE,2024,31-33,Manufacturing,517,24447320,909,10
31093,Howard County,NE,2024,31-33,Manufacturing,66,2750248,801,1
31095,Jefferson County,NE,2024,31-33,Manufacturing,8393,638320891,1463,462
31097,Johnson County,NE,2024,31-33,Manufacturing,6124,431359237,1355,294
31099,Kearney County,NE,2024,31-33,Manufacturing,4210,272896558,1247,173
31101,Keith County,NE,2024,31-33,Manufacturing,2651,156951322,1139,90
31103,Keya Paha County,NE,2024,31-33,Manufacturing,1446,77488407,1031,39
31105,Kimball County,NE,2024,31-33,Manufacturing,597,28639073,923,12
31107,Knox County,NE,2024,31-33,Manufacturing,102,4320229,815,1
31109,Lancaster County,NE,2024,31-33,Manufacturing,8694,667166445,1476,486
31111,Lincoln County,NE,2024,31-33,Manufacturing,6382,453902256,1368,312
31113,Logan County,NE,2024,31-33,Manufacturing,4425,289863148,1260,185
31115,Loup County,NE,2024,31-33,Manufacturing,2822,169007699,1152,98
31117,McPherson County,NE,2024,31-33,Manufacturing,1574,85425498,1044,44
31119,Madison County,NE,2024,31-33,Manufacturing,681,33135014,936,14
31121,Merrick County,NE,2024,31-33,Manufacturing,143,6154712,828,2
31123,Morrill County,NE,2024,31-33,Manufacturing,9001,696888767,1489,511
31125,Nance County,NE,2024,31-33,Manufacturing,6645,477157647,1381,331
31127,Nemaha County,NE,2024,31-33,Manufacturing,4644,307388947,1273,198
31129,Nuckolls County,NE,2024,31-33,Manufacturing,2998,181601135,1165,107
31131,Otoe County,NE,2024,31-33,Manufacturing,1707,93812677,1057,49
31133,Pawnee County,NE,2024,31-33,Manufacturing,771,38042041,949,17
31135,Perkins County,NE,2024,31-33,Manufacturing,190,8307694,841,3
31137,Phelps County,NE,2024,31-33,Manufacturing,9312,727343964,1502,537
31139,Pierce County,NE,2024,31-33,Manufacturing,6913,501135681,1394,350
31141,Platte County,NE,2024,31-33,Manufacturing,4869,325615924,1286,212
31143,Polk County,NE,2024,31-33,Manufacturing,3180,194803160,1178,116
31145,Red Willow County,NE,2024,31-33,Manufacturing,1846,102715857,1070,55
31147,Richardson County,NE,2024,31-33,Manufacturing,866,43322455,962,20
31149,Rock County,NE,2024,31-33,Manufacturing,242,10747091,854,4
31151,Saline County,NE,2024,31-33,Manufacturing,9629,758697841,1515,563
31153,Sarpy County,NE,2024,31-33,Manufacturing,7187,525919806,1407,370
31155,Saunders County,NE,2024,31-33,Manufacturing,5099,344488843,1299,227
31157,Scotts Bluff County,NE,2024,31-33,Manufacturing,3367,208564156,1191,126
31159,Seward County,NE,2024,31-33,Manufacturing,1989,112034709,1083,60
31161,Sheridan County,NE,2024,31-33,Manufacturing,967,49037238,975,23
31163,Sherman County,NE,2024,31-33,Manufacturing,299,13483174,867,5
31165,Sioux County,NE,2024,31-33,Manufacturing,9951,790883245,1528,591
31167,Stanton County,NE,2024,31-33,Manufacturing,7465,551374626,1420,391
31169,Thayer County,NE,2024,31-33,Manufacturing,5335,364086222,1312,242
31171,Thomas County,NE,2024,31-33,Manufacturing,3559,222894395,1204,136
31173,Thurston County,NE,2024,31-33,Manufacturing,2138,121891474,1096,67
31175,Valley County,NE,2024,31-33,Manufacturing,1072,55095925,988,26
31177,Washington County,NE,2024,31-33,Manufacturing,361,16526215,880,6
31181,Webster County,NE,2024,31-33,Manufacturing,7749,577657449,1434,412
31183,Wheeler County,NE,2024,31-33,Manufacturing,5576,384351456,1326,257
31185,York County,NE,2024,31-33,Manufacturing,3757,237867461,1218,147
32001,Churchill County,NV,2024,31-33,Manufacturing,1326,68681961,996,33
32003,Clark County,NV,2024,31-33,Manufacturing,467,21566008,888,8
32005,Douglas County,NV,2024,31-33,Manufacturing,22,892395,780,1
32007,Elko County,NV,2024,31-33,Manufacturing,9238,692360040,1441,496
32009,Esmeralda County,NV,2024,31-33,Manufacturing,6672,462573095,1333,311
32011,Eureka County,NV,2024,31-33,Manufacturing,4520,287987448,1225,179
32013,Humboldt County,NV,2024,31-33,Manufacturing,2783,161685550,1117,91
32015,Lander County,NV,2024,31-33,Manufacturing,1459,76569942,1009,37
32017,Lincoln County,NV,2024,31-33,Manufacturing,550,25775557,901,10
32019,Lyon County,NV,2024,31-33,Manufacturing,54,2227402,793,1
32021,Mineral County,NV,2024,31-33,Manufacturing,9579,724476280,1454,522
32023,Nye County,NV,2024,31-33,Manufacturing,6963,487516261,1346,331
32027,Pershing County,NV,2024,31-33,Manufacturing,2972,174701101,1130,99
32029,Storey County,NV,2024,31-33,Manufacturing,1598,84959065,1022,42
32031,Washoe County,NV,2024,31-33,Manufacturing,638,30336524,914,12
32033,White Pine County,NV,2024,31-33,Manufacturing,92,3857831,806,1
32510,Carson City,NV,2024,31-33,Manufacturing,4079,254556480,1200,155
33001,Belknap County,NH,2024,31-33,Manufacturing,149,6491184,838,2
33003,Carroll County,NH,2024,31-33,Manufacturing,7699,600125736,1499,442
